,year,season,jp_title,en_title,img,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Demographic,Theme,Genre,German,Spanish,French
32,2024,winter,"Himesama ""Goumon"" no Jikan desu","'Tis Time for ""Torture,"" Princess",https://cdn.myanimelist.net/images/anime/1056/139398.jpg,"It's Time for ""Interrogation"", Princess!, Hime-sama ""Goumon"" no Jikan desu",姫様“拷問”の時間です,"'Tis Time for ""Torture,"" Princess",TV,12,Finished Airing,"Jan 9, 2024 to Mar 26, 2024",Winter 2024,Tuesdays at 00,"Shogakukan-Shueisha Productions,       Magic Capsule,       Shogakukan Music & Digital Entertainment,       Bushiroad,       Tokyo MX,       Universal Music Japan,       Kansai Telecasting,       BS11,       JR East Marketing & Communications,       AbemaTV,       Bandai Spirits","None found, add some",PINE JAM,Manga,"ComedyComedy,         FantasyFantasy,         GourmetGourmet",,23 min. per ep.,PG-13 - Teens 13 or older,"7.241 (scored by 2434924,349 users)
      


1
          indicates a weighted score.","#31752

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2754,"70,346",209,ShounenShounen,,,,,
33,2024,winter,Sengoku Youko: Yonaoshi Kyoudai-hen,Sengoku Youko,https://cdn.myanimelist.net/images/anime/1645/140627.jpg,,戦国妖狐 世直し姉弟編,Sengoku Youko,TV,13,Finished Airing,"Jan 11, 2024 to Apr 4, 2024",Winter 2024,Thursdays at 00,"Nippon Animation,       Nagoya Broadcasting Network,       Crunchyroll,       ABC Animation,       FuRyu,       Mixer,       NetEase,       BS Asahi,       Bandai Namco Music Live,       ABC Frontier","None found, add some",White Fox,Manga,"ActionAction,         AdventureAdventure,         FantasyFantasy","HistoricalHistorical,         MythologyMythology",23 min. per ep.,PG-13 - Teens 13 or older,"6.991 (scored by 1722317,223 users)
      


1
          indicates a weighted score.","#44242

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2984,"61,201",187,ShounenShounen,,,,,
34,2024,winter,Momochi-san Chi no Ayakashi Ouji,The Demon Prince of Momochi House,https://cdn.myanimelist.net/images/anime/1207/140800.jpg,,百千さん家のあやかし王子,The Demon Prince of Momochi House,TV,12,Finished Airing,"Jan 6, 2024 to Mar 23, 2024",Winter 2024,Saturdays at 00,"Aniplex,       Movic,       BS11,       Crunchyroll","None found, add some",Drive,Manga,"RomanceRomance,         SupernaturalSupernatural",,24 min. per ep.,PG-13 - Teens 13 or older,"6.511 (scored by 1559315,593 users)
      


1
          indicates a weighted score.","#70352

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3260,"51,306",232,ShoujoShoujo,MythologyMythology,,,,
35,2024,winter,Urusei Yatsura (2022) 2nd Season,,https://cdn.myanimelist.net/images/anime/1517/140830.jpg,Urusei Yatsura Season 2,うる星やつら第2期,,TV,23,Finished Airing,"Jan 12, 2024 to Jun 21, 2024",Winter 2024,Fridays at 00,"Aniplex,       Dentsu,       Shogakukan-Shueisha Productions,       Fuji TV,       Shogakukan,       Fuji Creative",Sentai Filmworks,David Production,Manga,"ComedyComedy,         RomanceRomance,         Sci-FiSci-Fi",,22 min. per ep.,PG-13 - Teens 13 or older,"7.851 (scored by 1558015,580 users)
      


1
          indicates a weighted score.","#9372

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3289,"50,789",225,ShounenShounen,,,,,
36,2024,winter,High Card Season 2,,https://cdn.myanimelist.net/images/anime/1368/140801.jpg,,HIGH CARD season 2,,TV,12,Finished Airing,"Jan 8, 2024 to Mar 25, 2024",Winter 2024,Mondays at 20,"TMS Entertainment,       Half H.P Studio,       Sammy,       Kadokawa,       NetEase","None found, add some",Studio Hibari,Mixed media,"ActionAction,         FantasyFantasy","Adult CastAdult Cast,         Organized CrimeOrganized Crime",23 min. per ep.,R - 17+ (violence & profanity),"7.071 (scored by 1467514,675 users)
      


1
          indicates a weighted score.","#40752

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3481,"45,776",159,,,,,,
37,2024,winter,Kingdom 5th Season,Kingdom: Season 5,https://cdn.myanimelist.net/images/anime/1050/139641.jpg,,キングダム 第5シリーズ,Kingdom,TV,13,Finished Airing,"Jan 14, 2024 to Mar 31, 2024",Winter 2024,Sundays at 00,"Avex Pictures,       Shueisha,       Jinnan Studio,       NHK Enterprises","None found, add some","Pierrot,       Studio Signpost",Manga,,"HistoricalHistorical,         MilitaryMilitary",24 min. per ep.,R - 17+ (violence & profanity),"8.721 (scored by 1942119,421 users)
      


1
          indicates a weighted score.","#552

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3486,"45,745",521,SeinenSeinen,,ActionAction,,,
38,2024,winter,"Meitou ""Isekai no Yu"" Kaitakuki: Around 40 Onsen Mania no Tensei Saki wa, Nonbiri Onsen Tengoku deshita",Isekai Onsen Paradise,https://cdn.myanimelist.net/images/anime/1502/139926.jpg,"Meitou ""Isekai no Yu"" Kaitakuki",名湯『異世界の湯』開拓記 ～アラフォー温泉マニアの転生先は、のんびり温泉天国でした～,Isekai Onsen Paradise,TV,12,Finished Airing,"Jan 12, 2024 to Mar 29, 2024",Winter 2024,Fridays at 01,"Hobby Japan,       FUTURE LEAP ,       Gekkou,       YAB EntertainMent,       WWWave",Ascendent Animation,"Wolfsbane,       BloomZ",Light novel,"FantasyFantasy,         EcchiEcchi",,3 min. per ep.,R+ - Mild Nudity,"5.241 (scored by 98669,866 users)
      


1
          indicates a weighted score.","#128162

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3883,"37,284",145,,IsekaiIsekai,,,,
39,2024,winter,Shaman King: Flowers,,https://cdn.myanimelist.net/images/anime/1117/139294.jpg,,SHAMAN KING FLOWERS,,TV,13,Finished Airing,"Jan 10, 2024 to Apr 3, 2024",Winter 2024,Wednesdays at 00,TV Tokyo,"None found, add some",Bridge,Manga,"ActionAction,         AdventureAdventure,         SupernaturalSupernatural",,23 min. per ep.,PG-13 - Teens 13 or older,"6.571 (scored by 73737,373 users)
      


1
          indicates a weighted score.","#66482

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#4080,"33,701",129,ShounenShounen,,,,,
40,2024,winter,Pon no Michi,The Way of Pon,https://cdn.myanimelist.net/images/anime/1070/138961.jpg,,ぽんのみち,The Way of Pon,TV,12,Finished Airing,"Jan 6, 2024 to Mar 23, 2024",Winter 2024,Saturdays at 01,"Mainichi Broadcasting System,       Kodansha,       Good Smile Company,       DMM.com,       Myrica Music,       AQUA ARIS,       Bit grooove promotion,       SUPA LOVE,       Yostar,       Sankyo","None found, add some",OLM,Original,"Slice of LifeSlice of Life,         SupernaturalSupernatural","CGDCTCGDCT,         Strategy GameStrategy Game",24 min. per ep.,PG-13 - Teens 13 or older,"6.471 (scored by 82828,282 users)
      


1
          indicates a weighted score.","#72702

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#4091,"33,554",138,,,,,,
41,2024,winter,Yuuki Bakuhatsu Bang Bravern,Brave Bang Bravern!,https://cdn.myanimelist.net/images/anime/1872/140863.jpg,Bang Brave Bang Bravern,勇気爆発バーンブレイバーン,Brave Bang Bravern!,TV,12,Finished Airing,"Jan 11, 2024 to Mar 28, 2024",Winter 2024,Thursdays at 23,"Shochiku,       TBS,       Good Smile Company,       Fields,       Cygames,       Tencent Japan,       dugout,       Happinet Media Marketing","None found, add some",CygamesPictures,Original,"ActionAction,         ComedyComedy,         Sci-FiSci-Fi","Adult CastAdult Cast,         MechaMecha,         MilitaryMilitary,         ParodyParody",23 min. per ep.,PG-13 - Teens 13 or older,"7.561 (scored by 97409,740 users)
      


1
          indicates a weighted score.","#17292

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#4195,"31,528",211,,,,,,
42,2024,winter,Synduality: Noir Part 2,,https://cdn.myanimelist.net/images/anime/1189/140511.jpg,,SYNDUALITY Noir 第2クール,,TV,12,Finished Airing,"Jan 9, 2024 to Mar 26, 2024",Winter 2024,Tuesdays at 00,"Bandai Namco Entertainment,       Bandai Spirits,       Bandai Namco Filmworks,       Bandai Namco Music Live","None found, add some",8bit,Mixed media,"ActionAction,         Sci-FiSci-Fi",,24 min. per ep.,PG-13 - Teens 13 or older,"7.081 (scored by 64636,463 users)
      


1
          indicates a weighted score.","#40062

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#5180,"19,534",73,,MechaMecha,,,,
43,2024,winter,Meiji Gekken: 1874,,https://cdn.myanimelist.net/images/anime/1538/140687.jpg,,明治撃剣－1874－,,TV,10,Finished Airing,"Jan 14, 2024 to Mar 17, 2024",Winter 2024,Sundays at 23,"Ai Addiction,       Crunchyroll","None found, add some",Tsumugi Akita Animation Lab,Original,,"HistoricalHistorical,         SamuraiSamurai",27 min. per ep.,R - 17+ (violence & profanity),"6.331 (scored by 45644,564 users)
      


1
          indicates a weighted score.","#81182

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#5787,"14,669",43,,,ActionAction,,,
44,2024,winter,Hikari no Ou 2nd Season,The Fire Hunter Season 2,https://cdn.myanimelist.net/images/anime/1361/140742.jpg,,火狩りの王 第2シーズン,The Fire Hunter Season 2,TV,10,Finished Airing,"Jan 14, 2024 to Mar 17, 2024",Winter 2024,Sundays at 23,"Production I.G,       WOWOW,       flying DOG","None found, add some",Signal.MD,Light novel,"AdventureAdventure,         DramaDrama,         FantasyFantasy",,24 min. per ep.,PG-13 - Teens 13 or older,"5.881 (scored by 45054,505 users)
      


1
          indicates a weighted score.","#105342

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#6072,"12,904",10,,,,,,
45,2024,winter,Gekkan Mousou Kagaku,Delusional Monthly Magazine,https://cdn.myanimelist.net/images/anime/1789/139296.jpg,,月刊モー想科学,Delusional Monthly Magazine,TV,12,Finished Airing,"Jan 11, 2024 to Mar 28, 2024",Winter 2024,Thursdays at 23,"Sotsu,       MediaNet,       Pony Canyon,       Crunchyroll,       BS Asahi","None found, add some",OLM,Original,"ComedyComedy,         FantasyFantasy,         MysteryMystery",,23 min. per ep.,PG-13 - Teens 13 or older,"5.421 (scored by 27942,794 users)
      


1
          indicates a weighted score.","#123622

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#6371,"11,397",10,,WorkplaceWorkplace,,,,
46,2024,winter,Snack Basue,,https://cdn.myanimelist.net/images/anime/1715/139033.jpg,,スナックバス江,,TV,13,Finished Airing,"Jan 13, 2024 to Apr 5, 2024",Winter 2024,Saturdays at 01,"Sotsu,       Pony Canyon,       Bit grooove promotion,       BS Asahi","None found, add some",Studio PuYUKAI,Manga,,"Adult CastAdult Cast,         WorkplaceWorkplace",23 min. per ep.,PG-13 - Teens 13 or older,"6.501 (scored by 30463,046 users)
      


1
          indicates a weighted score.","#71032

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#6847,"9,693",17,SeinenSeinen,,ComedyComedy,,,
47,2024,winter,Wonderful Precure!,,https://cdn.myanimelist.net/images/anime/1852/140786.jpg,,わんだふるぷりきゅあ!,Wonderful Precure!,TV,50,Finished Airing,"Feb 4, 2024 to Jan 26, 2025",Winter 2024,Sundays at 08,ABC Animation,"None found, add some",Toei Animation,Original,,,23 min. per ep.,G - All Ages,"7.581 (scored by 21012,101 users)
      


1
          indicates a weighted score.","#16592

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#7461,"7,768",93,,Mahou ShoujoMahou Shoujo,ActionAction,,,
48,2024,winter,Yami Shibai 12,Theatre of Darkness: Yamishibai 12,https://cdn.myanimelist.net/images/anime/1187/139674.jpg,Yamishibai,闇芝居 十二期,Theatre of Darkness,TV,13,Finished Airing,"Jan 15, 2024 to Apr 8, 2024",Winter 2024,Mondays at 02,"None found, add some","None found, add some","ILCA,       ILCASHIPS",Original,"Avant GardeAvant Garde,         HorrorHorror,         SupernaturalSupernatural",,4 min. per ep.,PG-13 - Teens 13 or older,"5.851 (scored by 20142,014 users)
      


1
          indicates a weighted score.","#106892

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#8297,"6,003",17,,,,,,
49,2024,winter,Chou Futsuu Ken Chiba Densetsu,,https://cdn.myanimelist.net/images/anime/1374/132638.jpg,The Legend of Super normal Pref. CHIBA,超普通県チバ伝説,,TV,13,Finished Airing,"Jan 5, 2024 to Mar 29, 2024",Winter 2024,Fridays at 21,Kadokawa,"None found, add some",Super Normal Studio,Original,"ComedyComedy,         FantasyFantasy",,4 min. per ep.,PG-13 - Teens 13 or older,"5.141 (scored by 468468 users)
      


1
          indicates a weighted score.","#130232

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#8605,"5,501",10,,,,,,
50,2024,winter,Cardfight!! Vanguard: Divinez,Cardfight!! Vanguard Divinez,https://cdn.myanimelist.net/images/anime/1401/140964.jpg,,カードファイト!! ヴァンガード DivineZ,Cardfight!! Vanguard Divinez,TV,13,Finished Airing,"Jan 13, 2024 to Apr 20, 2024",Winter 2024,Saturdays at 08,Bushiroad,"None found, add some","Kinema Citrus,       GIFTanimation,       Studio Jemi",Original,,,24 min. per ep.,PG-13 - Teens 13 or older,"7.021 (scored by 12011,201 users)
      


1
          indicates a weighted score.","#42842

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#9767,"3,805",18,,Strategy GameStrategy Game,ActionAction,,,
51,2024,winter,Harimaware! Koinu,Stick It on Around! Koinu,https://cdn.myanimelist.net/images/anime/1813/140934.jpg,Hari Maware! Koinu,貼りまわれ! こいぬ,Stick It on Around! Koinu,TV,12,Finished Airing,"Jan 6, 2024 to Mar 27, 2024",Winter 2024,Saturdays at 07,Pierrot,"None found, add some",Opera House,Web manga,,,4 min. per ep.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#210562

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#14850,843,6,,AnthropomorphicAnthropomorphic,ComedyComedy,,,
52,2024,winter,Shinobanai! Crypto Ninja Sakuya: Ni no Maki,,https://cdn.myanimelist.net/images/anime/1394/140564.jpg,Shinobanai! Crypto Ninja Sakuya Season 2,忍ばない！クリプトニンジャ咲耶 弐ノ巻,,TV,12,Finished Airing,"Jan 11, 2024 to Mar 28, 2024",Winter 2024,Thursdays at 22,"None found, add some","None found, add some",Fanworks,Other,,,3 min. per ep.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#142482

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#17904,423,1,,,ActionAction,,,
53,2024,winter,Enjou Bokumetsu! Mahou Shoujo Aiko,,https://cdn.myanimelist.net/images/anime/1211/141136.jpg,,炎上撲滅!魔法少女アイ子,,TV,12,Finished Airing,"Jan 11, 2024 to Mar 28, 2024",Winter 2024,Thursdays at 01,"None found, add some","None found, add some","None found, add some",Original,"ComedyComedy,         FantasyFantasy",,4 min. per ep.,R - 17+ (violence & profanity),"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#204972

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#18213,402,0,,Mahou ShoujoMahou Shoujo,,,,
54,2024,winter,Colorful na Everyday,,https://cdn.myanimelist.net/images/anime/1714/140354.jpg,Colorful Everyday,カッラフルなエッッブリデイ,,TV,26,Finished Airing,"Dec 19, 2023 to Jan 14, 2024",Winter 2024,Not scheduled once per week,"None found, add some","None found, add some","None found, add some",Web manga,,,2 min. per ep.,PG-13 - Teens 13 or older,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#200302

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#19507,311,0,,SchoolSchool,ComedyComedy,,,
55,2024,winter,Xin Xiyou Lixian Ji,,https://cdn.myanimelist.net/images/anime/1193/142344.jpg,,新西游历险记,,TV,52,Currently Airing,"Jan 19, 2024 to ?",Winter 2024,Unknown,"None found, add some","None found, add some","None found, add some",Original,"ActionAction,         AdventureAdventure,         FantasyFantasy",,14 min. per ep.,PG-13 - Teens 13 or older,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#157552

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#20328,265,0,,Martial ArtsMartial Arts,,,,
56,2024,winter,Sakuretsu! Amabie-hime. Season 3,,https://cdn.myanimelist.net/images/anime/1621/141030.jpg,,炸裂！あまびえ姫。 Season 3,,TV,12,Finished Airing,"Jan 14, 2024 to Mar 31, 2024",Winter 2024,Sundays at 06,"None found, add some","None found, add some",CANON RECORDINGS,Original,,,3 min. per ep.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#190392

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#20588,249,0,,,ComedyComedy,,,
57,2024,winter,Dinoster: Gonglyongsuhodae 2nd Season,Dinoster 2nd Season,https://cdn.myanimelist.net/images/anime/1368/143290.jpg,,다이노스터,Dinoster 2nd Season,TV,26,Finished Airing,"Feb 26, 2024 to May 21, 2024",Winter 2024,Unknown,Alpha Group,"None found, add some","None found, add some",Original,"ActionAction,         ComedyComedy,         Sci-FiSci-Fi",,12 min. per ep.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#202692

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#22096,169,1,,MechaMecha,,,,
58,2024,winter,One Piece,,https://cdn.myanimelist.net/images/anime/1244/138851.jpg,OP,ONE PIECE,One Piece,TV,Unknown,Currently Airing,"Oct 20, 1999 to ?",Fall 1999,Sundays at 09,"Fuji TV,       TAP,       Shueisha","Funimation,       4Kids Entertainment",Toei Animation,Manga,"ActionAction,         AdventureAdventure,         FantasyFantasy",,24 min.,PG-13 - Teens 13 or older,"8.731 (scored by 14168241,416,824 users)
      


1
          indicates a weighted score.","#502

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#17,"2,491,998","234,241",ShounenShounen,,,,,
59,2024,winter,Sousou no Frieren,Frieren: Beyond Journey's End,https://cdn.myanimelist.net/images/anime/1015/138006.jpg,"Frieren at the Funeral, Frieren The Slayer",葬送のフリーレン,Frieren,TV,28,Finished Airing,"Sep 29, 2023 to Mar 22, 2024",Fall 2023,Fridays at 23,"Aniplex,       Dentsu,       Shogakukan-Shueisha Productions,       Nippon Television Network,       TOHO animation,       Shogakukan",Crunchyroll,Madhouse,Manga,"AdventureAdventure,         DramaDrama,         FantasyFantasy",,24 min. per ep.,PG-13 - Teens 13 or older,"9.311 (scored by 601912601,912 users)
      


1
          indicates a weighted score.","#12

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#162,"1,033,379","63,026",ShounenShounen,,,,,
60,2024,winter,Kusuriya no Hitorigoto,The Apothecary Diaries,https://cdn.myanimelist.net/images/anime/1708/138033.jpg,"The Pharmacist's Monologue, Drugstore Soliloquy",薬屋のひとりごと,The Apothecary Diaries,TV,24,Finished Airing,"Oct 22, 2023 to Mar 24, 2024",Fall 2023,Sundays at 01,"Dentsu,       Square Enix,       Nippon Television Network,       TOHO animation,       Shogakukan,       Imagica Infos",Crunchyroll,"OLM,       TOHO animation STUDIO",Light novel,"DramaDrama,         MysteryMystery","HistoricalHistorical,         MedicalMedical",22 min. per ep.,PG-13 - Teens 13 or older,"8.881 (scored by 295826295,826 users)
      


1
          indicates a weighted score.","#232

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#421,"564,467","16,823",,,,,,
61,2024,winter,"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su",Shangri-La Frontier,https://cdn.myanimelist.net/images/anime/1500/139931.jpg,Shangri-La Frontier,シャングリラ・フロンティア～クソゲーハンター、神ゲーに挑まんとす～,Shangri-La Frontier,TV,25,Finished Airing,"Oct 1, 2023 to Mar 31, 2024",Fall 2023,Sundays at 17,"Dentsu,       Mainichi Broadcasting System,       Kodansha,       flying DOG,       Sammy,       Crunchyroll,       Tencent Japan,       Netmarble","None found, add some",C2C,Manga,"ActionAction,         AdventureAdventure,         FantasyFantasy",,25 min. per ep.,PG-13 - Teens 13 or older,"8.081 (scored by 180571180,571 users)
      


1
          indicates a weighted score.","#5442

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#694,"362,047","2,936",ShounenShounen,Video GameVideo Game,,,,
62,2024,winter,Meitantei Conan,Case Closed,https://cdn.myanimelist.net/images/anime/7/75199.jpg,Detective Conan,名探偵コナン,Case Closed,TV,Unknown,Currently Airing,"Jan 8, 1996 to ?",Winter 1996,Saturdays at 18,"Yomiuri Telecasting,       Shogakukan,       Audio Planning U,       Tokyo Movie,       Polydor Records","Funimation,       Crunchyroll",TMS Entertainment,Manga,"AdventureAdventure,         ComedyComedy,         MysteryMystery",,24 min.,PG-13 - Teens 13 or older,"8.171 (scored by 164200164,200 users)
      


1
          indicates a weighted score.","#4352

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#703,"360,471","15,311",ShounenShounen,DetectiveDetective,,Case Closed,,
63,2024,winter,Undead Unluck,,https://cdn.myanimelist.net/images/anime/1136/138410.jpg,,アンデッドアンラック,,TV,24,Finished Airing,"Oct 7, 2023 to Mar 23, 2024",Fall 2023,Saturdays at 01,"TMS Entertainment,       Mainichi Broadcasting System,       Magic Capsule,       Shueisha","None found, add some",David Production,Manga,"ActionAction,         ComedyComedy",,23 min. per ep.,R - 17+ (violence & profanity),"7.761 (scored by 105910105,910 users)
      


1
          indicates a weighted score.","#11432

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#857,"305,412","1,739",ShounenShounen,Super PowerSuper Power,,,,
64,2024,winter,Ragna Crimson,,https://cdn.myanimelist.net/images/anime/1763/140359.jpg,,ラグナクリムゾン,,TV,24,Finished Airing,"Oct 1, 2023 to Mar 31, 2024",Fall 2023,Sundays at 01,"Square Enix,       Mainichi Broadcasting System,       Movic,       King Records,       BS11,       NewGin,       GREE Entertainment",Sentai Filmworks,SILVER LINK.,Manga,"ActionAction,         FantasyFantasy",,24 min. per ep.,R - 17+ (violence & profanity),"7.551 (scored by 8583385,833 users)
      


1
          indicates a weighted score.","#17612

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1108,"234,679","1,412",ShounenShounen,,,,,
65,2024,winter,Crayon Shin-chan,Shin Chan,https://cdn.myanimelist.net/images/anime/10/59897.jpg,,クレヨンしんちゃん,Shin Chan,TV,Unknown,Currently Airing,"Apr 13, 1992 to ?",Spring 1992,Fridays at 19,TV Asahi,Funimation,Shin-Ei Animation,Manga,"ComedyComedy,         EcchiEcchi",,21 min.,G - All Ages,"7.801 (scored by 4214242,142 users)
      


1
          indicates a weighted score.","#10282

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2398,"87,938","1,329",SeinenSeinen,SchoolSchool,,Shin Chan,Shin Chan,
66,2024,winter,Nanatsu no Taizai: Mokushiroku no Yonkishi,The Seven Deadly Sins: Four Knights of the Apocalypse,https://cdn.myanimelist.net/images/anime/1229/141256.jpg,,七つの大罪  黙示録の四騎士,The Seven Deadly Sins,TV,24,Finished Airing,"Oct 8, 2023 to Mar 31, 2024",Fall 2023,Sundays at 16,"VAP,       Dentsu,       TMS Entertainment,       TBS,       Kodansha,       Movic,       Sammy,       Marui Group,       Unlimited Produce by TMS","None found, add some",Telecom Animation Film,Manga,"ActionAction,         AdventureAdventure,         FantasyFantasy",,23 min. per ep.,PG-13 - Teens 13 or older,"7.271 (scored by 2196221,962 users)
      


1
          indicates a weighted score.","#29872

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2552,"80,091",417,ShounenShounen,,,,,
67,2024,winter,Buta no Liver wa Kanetsu Shiro,Butareba -The Story of a Man Who Turned into a Pig-,https://cdn.myanimelist.net/images/anime/1319/140965.jpg,Heat the Pig Liver,豚のレバーは加熱しろ,Butareba -The Story of a Man Who Turned into a Pig-,TV,12,Finished Airing,"Oct 8, 2023 to Feb 6, 2024",Fall 2023,Sundays at 00,"Aniplex,       BS11,       Kadokawa",Aniplex of America,Project No.9,Light novel,"AdventureAdventure,         FantasyFantasy",,24 min. per ep.,PG-13 - Teens 13 or older,"6.301 (scored by 1638616,386 users)
      


1
          indicates a weighted score.","#82542

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3464,"46,224",96,,IsekaiIsekai,,,,
68,2024,winter,Megumi no Daigo: Kyuukoku no Orange,Firefighter Daigo: Rescuer in Orange,https://cdn.myanimelist.net/images/anime/1824/140568.jpg,,め組の大吾 救国のオレンジ,Firefighter Daigo,TV,23,Finished Airing,"Sep 30, 2023 to Mar 23, 2024",Fall 2023,Saturdays at 17,"Yomiuri Telecasting,       Kodansha,       Crunchyroll","None found, add some",Brain's Base,Manga,"ActionAction,         DramaDrama","Adult CastAdult Cast,         WorkplaceWorkplace",23 min. per ep.,PG-13 - Teens 13 or older,"6.691 (scored by 87728,772 users)
      


1
          indicates a weighted score.","#59912

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#4362,"29,186",70,ShounenShounen,,,,,
69,2024,winter,Captain Tsubasa Season 2: Junior Youth-hen,Captain Tsubasa: Junior Youth Arc,https://cdn.myanimelist.net/images/anime/1716/137279.jpg,,キャプテン翼シーズン2 ジュニアユース編,Captain Tsubasa,TV,39,Finished Airing,"Oct 1, 2023 to Jun 30, 2024",Fall 2023,Sundays at 17,"TV Tokyo,       Nihon Ad Systems,       Warner Bros. Japan,       Shueisha",VIZ Media,Studio Kai,Manga,,,22 min. per ep.,G - All Ages,"7.421 (scored by 58005,800 users)
      


1
          indicates a weighted score.","#22882

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#5705,"15,223",108,ShounenShounen,Team SportsTeam Sports,SportsSports,,,
70,2024,winter,Sazae-san,Mrs. Sazae,https://cdn.myanimelist.net/images/anime/1008/98996.jpg,,サザエさん,Mrs. Sazae,TV,Unknown,Currently Airing,"Oct 5, 1969 to ?",Fall 1969,Sundays at 18,Fuji TV,"None found, add some",Eiken,4-koma manga,"ComedyComedy,         Slice of LifeSlice of Life",,24 min.,G - All Ages,"6.141 (scored by 19331,933 users)
      


1
          indicates a weighted score.","#91842

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#7123,"8,790",39,,,,,,
71,2024,winter,Dog Signal,,https://cdn.myanimelist.net/images/anime/1507/139161.jpg,,ドッグシグナル,,TV,20,Finished Airing,"Oct 22, 2023 to Mar 17, 2024",Fall 2023,Sundays at 17,"NHK,       NHK Enterprises","None found, add some",Fugaku,Manga,,"Adult CastAdult Cast,         PetsPets,         WorkplaceWorkplace",25 min. per ep.,PG-13 - Teens 13 or older,"7.071 (scored by 14981,498 users)
      


1
          indicates a weighted score.","#40652

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#7470,"7,746",34,JoseiJosei,,Slice of LifeSlice of Life,,,
