,year,season,jp_title,en_title,img,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Themes,Theme,Genre,German,Spanish,French
35,2023,fall,Houkago Shounen Hanako-kun,After-School Hanako-kun,https://cdn.myanimelist.net/images/anime/1530/138031.jpg,,放課後少年花子くん,After-School Hanako-kun,TV,4,Finished Airing,"Oct 13, 2023 to Nov 3, 2023",Fall 2023,Fridays at 02,"Square Enix,       Pony Canyon,       Half H.P Studio","None found, add some",Lerche,Web manga,"ComedyComedy,         SupernaturalSupernatural",,10 min. per ep.,PG-13 - Teens 13 or older,"7.081 (scored by 2063520,635 users)
      


1
          indicates a weighted score.","#40012

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2788,"69,188",419,,SchoolSchool,,,,
36,2023,fall,Overtake!,,https://cdn.myanimelist.net/images/anime/1487/139955.jpg,,オーバーテイク！,,TV,12,Finished Airing,"Oct 1, 2023 to Dec 17, 2023",Fall 2023,Sundays at 22,"Lantis,       AT-X,       Good Smile Company,       F.M.F,       TV Aichi,       BS11,       Kadokawa,       Tencent Games,       Bandai Namco Music Live","None found, add some",TROYCA,Original,,,23 min. per ep.,PG-13 - Teens 13 or older,"7.491 (scored by 2359623,596 users)
      


1
          indicates a weighted score.","#19892

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2832,"66,901",464,,RacingRacing,DramaDrama,,,
37,2023,fall,Yuzuki-san Chi no Yonkyoudai.,The Yuzuki Family's Four Sons,https://cdn.myanimelist.net/images/anime/1194/138253.jpg,,柚木さんちの四兄弟。,The Yuzuki Family's Four Sons,TV,12,Finished Airing,"Oct 5, 2023 to Dec 21, 2023",Fall 2023,Thursdays at 23,"Pierrot,       Movic,       AT-X,       Tokyo MX,       Avex Pictures,       BS11,       Shogakukan,       U-NEXT,       A-Sketch,       Bit grooove promotion","None found, add some",Shuka,Manga,,ShoujoShoujo,23 min. per ep.,PG-13 - Teens 13 or older,"7.881 (scored by 2335123,351 users)
      


1
          indicates a weighted score.","#8742

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2889,"64,763",358,,SchoolSchool,Slice of LifeSlice of Life,,,
38,2023,fall,Atarashii Joushi wa Do Tennen,My New Boss Is Goofy,https://cdn.myanimelist.net/images/anime/1630/138388.jpg,,新しい上司はど天然,My New Boss Is Goofy,TV,12,Finished Airing,"Oct 7, 2023 to Dec 23, 2023",Fall 2023,Saturdays at 23,"Aniplex,       Movic,       Tokyo MX,       Akita Shoten,       BS11,       ABC Animation,       ABC Frontier",Aniplex of America,A-1 Pictures,Web manga,,,23 min. per ep.,PG-13 - Teens 13 or older,"7.921 (scored by 2431124,311 users)
      


1
          indicates a weighted score.","#7772

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2928,"63,079",606,"Adult CastAdult Cast,         IyashikeiIyashikei,         WorkplaceWorkplace",,Slice of LifeSlice of Life,,,
39,2023,fall,Dekoboko Majo no Oyako Jijou,The Family Circumstances of the Irregular Witch,https://cdn.myanimelist.net/images/anime/1918/138185.jpg,The Family Circumstances of the Mismatched Witches,でこぼこ魔女の親子事情,The Family Circumstances of the Irregular Witch,TV,12,Finished Airing,"Oct 1, 2023 to Dec 17, 2023",Fall 2023,Sundays at 22,"Nikkatsu,       Flex Comix,       King Records,       Yomiuri TV Enterprise,       Happinet Phantom Studios,       Saber Links","None found, add some",A-Real,4-koma manga,"ComedyComedy,         FantasyFantasy",,23 min. per ep.,PG-13 - Teens 13 or older,"6.771 (scored by 2016520,165 users)
      


1
          indicates a weighted score.","#55012

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2987,"61,148",150,,Gag HumorGag Humor,,,,
40,2023,fall,16bit Sensation: Another Layer,,https://cdn.myanimelist.net/images/anime/1588/138395.jpg,,16bitセンセーション ANOTHER LAYER,16bit Sensation,TV,13,Finished Airing,"Oct 5, 2023 to Dec 28, 2023",Fall 2023,Thursdays at 00,"Aniplex,       Tokyo MX,       BS11,       Contents Seed","None found, add some",Silver,Web manga,"ComedyComedy,         Sci-FiSci-Fi",,23 min. per ep.,PG-13 - Teens 13 or older,"6.901 (scored by 2405824,058 users)
      


1
          indicates a weighted score.","#48092

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3083,"57,211",235,"Adult CastAdult Cast,         Otaku CultureOtaku Culture,         Time TravelTime Travel,         WorkplaceWorkplace",,,,,
41,2023,fall,Hoshikuzu Telepath,Stardust Telepath,https://cdn.myanimelist.net/images/anime/1020/139134.jpg,Hoshitele,星屑テレパス,Stardust Telepath,TV,12,Finished Airing,"Oct 9, 2023 to Dec 25, 2023",Fall 2023,Mondays at 21,"Movic,       AT-X,       Nippon Columbia,       KlockWorx,       Asmik Ace,       Studio Mausu,       Houbunsha,       Hakuhodo DY Music & Pictures,       BS NTV,       San Blas Animation","None found, add some",Studio Gokumi,4-koma manga,,,23 min. per ep.,PG-13 - Teens 13 or older,"7.151 (scored by 1613916,139 users)
      


1
          indicates a weighted score.","#36652

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3119,"55,878",333,"CGDCTCGDCT,         SchoolSchool,         Super PowerSuper Power",,ComedyComedy,,,
42,2023,fall,Potion-danomi de Ikinobimasu!,I Shall Survive Using Potions!,https://cdn.myanimelist.net/images/anime/1182/138184.jpg,Poukin,ポーション頼みで生き延びます!,I Shall Survive Using Potions!,TV,12,Finished Airing,"Oct 8, 2023 to Dec 24, 2023",Fall 2023,Sundays at 02,"Pony Canyon,       Kodansha,       Delfi Sound,       BS Fuji,       Crunchyroll,       ADK Marketing Solutions","None found, add some",Jumondo,Light novel,"AdventureAdventure,         FantasyFantasy",,23 min. per ep.,PG-13 - Teens 13 or older,"6.551 (scored by 2452024,520 users)
      


1
          indicates a weighted score.","#67752

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3265,"51,166",75,"IsekaiIsekai,         ReincarnationReincarnation",,,,,
43,2023,fall,Arknights: Touin Kiro,Arknights: Perish in Frost,https://cdn.myanimelist.net/images/anime/1593/138601.jpg,Arknights,アークナイツ【冬隠帰路/PERISH IN FROST】,Arknights,TV,8,Finished Airing,"Oct 7, 2023 to Nov 25, 2023",Fall 2023,Saturdays at 01,"Hypergryph,       Studio Montagne,       Yostar,       Legendoor","None found, add some",Yostar Pictures,Game,"ActionAction,         FantasyFantasy",,23 min. per ep.,PG-13 - Teens 13 or older,"7.571 (scored by 1562115,621 users)
      


1
          indicates a weighted score.","#16842

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3336,"49,451",299,,,,,,
44,2023,fall,Buta no Liver wa Kanetsu Shiro,Butareba -The Story of a Man Who Turned into a Pig-,https://cdn.myanimelist.net/images/anime/1319/140965.jpg,Heat the Pig Liver,豚のレバーは加熱しろ,Butareba -The Story of a Man Who Turned into a Pig-,TV,12,Finished Airing,"Oct 8, 2023 to Feb 6, 2024",Fall 2023,Sundays at 00,"Aniplex,       BS11,       Kadokawa",Aniplex of America,Project No.9,Light novel,"AdventureAdventure,         FantasyFantasy",,24 min. per ep.,PG-13 - Teens 13 or older,"6.301 (scored by 1638616,386 users)
      


1
          indicates a weighted score.","#82542

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3464,"46,224",96,,IsekaiIsekai,,,,
45,2023,fall,Paradox Live the Animation,,https://cdn.myanimelist.net/images/anime/1331/139478.jpg,Welcome to Paradox Live,Paradox Live THE ANIMATION,,TV,12,Finished Airing,"Oct 3, 2023 to Dec 26, 2023",Fall 2023,Tuesdays at 23,"Animax,       BS Fuji,       Tokyo MX,       Avex Pictures,       MAGNET","None found, add some",PINE JAM,Mixed media,"DramaDrama,         Sci-FiSci-Fi",,23 min. per ep.,PG-13 - Teens 13 or older,"6.861 (scored by 90039,003 users)
      


1
          indicates a weighted score.","#50212

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3735,"40,387",437,,MusicMusic,,,,
46,2023,fall,Bokura no Ame-iro Protocol,Protocol: Rain,https://cdn.myanimelist.net/images/anime/1160/138465.jpg,Our Rainy Protocol,僕らの雨いろプロトコル,Protocol,TV,12,Finished Airing,"Oct 8, 2023 to Dec 24, 2023",Fall 2023,Sundays at 01,"TV Asahi,       Toei Video,       Movic,       KlockWorx,       Tokyopop,       Sony Music Entertainment,       Nagoya Broadcasting Network,       AQUA ARIS,       Pia,       BS Asahi,       Miyazaki Broadcasting,       Starry Cube,       TV Asahi Music,       Gekkou","None found, add some",Quad,Original,,,23 min. per ep.,PG-13 - Teens 13 or older,"6.101 (scored by 1215612,156 users)
      


1
          indicates a weighted score.","#94162

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3757,"39,947",120,,Video GameVideo Game,ActionAction,,,
47,2023,fall,Megumi no Daigo: Kyuukoku no Orange,Firefighter Daigo: Rescuer in Orange,https://cdn.myanimelist.net/images/anime/1824/140568.jpg,,め組の大吾 救国のオレンジ,Firefighter Daigo,TV,23,Finished Airing,"Sep 30, 2023 to Mar 23, 2024",Fall 2023,Saturdays at 17,"Yomiuri Telecasting,       Kodansha,       Crunchyroll","None found, add some",Brain's Base,Manga,"ActionAction,         DramaDrama",ShounenShounen,23 min. per ep.,PG-13 - Teens 13 or older,"6.691 (scored by 87728,772 users)
      


1
          indicates a weighted score.","#59912

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#4362,"29,186",70,"Adult CastAdult Cast,         WorkplaceWorkplace",,,,,
48,2023,fall,Kamierabi,KamiErabi GOD.app,https://cdn.myanimelist.net/images/anime/1862/138318.jpg,,カミエラビ GOD.app,KamiErabi GOD.app,TV,12,Finished Airing,"Oct 5, 2023 to Dec 21, 2023",Fall 2023,Thursdays at 00,"Dentsu,       Fuji TV,       KlockWorx,       Tokyopop,       Slow Curve,       BS Fuji,       Crunchyroll","None found, add some",Unend,Original,"ActionAction,         SuspenseSuspense",,22 min. per ep.,R - 17+ (violence & profanity),"5.821 (scored by 65126,512 users)
      


1
          indicates a weighted score.","#108452

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#4515,"27,150",73,,High Stakes GameHigh Stakes Game,,,,
49,2023,fall,Uma Musume: Pretty Derby Season 3,,https://cdn.myanimelist.net/images/anime/1475/138948.jpg,Umamusume,ウマ娘 プリティーダービー Season 3,,TV,13,Finished Airing,"Oct 5, 2023 to Dec 28, 2023",Fall 2023,Thursdays at 00,"TOHO animation,       Kansai Telecasting,       Cygames,       Bandai Namco Music Live","None found, add some",Studio Kai,Game,,,23 min. per ep.,PG-13 - Teens 13 or older,"7.601 (scored by 97069,706 users)
      


1
          indicates a weighted score.","#15742

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#4698,"24,726",90,"AnthropomorphicAnthropomorphic,         RacingRacing",,SportsSports,,,
50,2023,fall,FLCL: Shoegaze,,https://cdn.myanimelist.net/images/anime/1540/121528.jpg,,,,TV,3,Finished Airing,"Oct 1, 2023 to Oct 15, 2023",Fall 2023,Unknown,"Revoroot,       CLAP","None found, add some","Production I.G,       Nut,       Akatsuki",Original,"ActionAction,         Avant GardeAvant Garde,         ComedyComedy,         Sci-FiSci-Fi",,23 min. per ep.,PG-13 - Teens 13 or older,"6.171 (scored by 44024,402 users)
      


1
          indicates a weighted score.","#89992

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#5008,"21,257",53,"MechaMecha,         ParodyParody",,,,,
51,2023,fall,Captain Tsubasa Season 2: Junior Youth-hen,Captain Tsubasa: Junior Youth Arc,https://cdn.myanimelist.net/images/anime/1716/137279.jpg,,キャプテン翼シーズン2 ジュニアユース編,Captain Tsubasa,TV,39,Finished Airing,"Oct 1, 2023 to Jun 30, 2024",Fall 2023,Sundays at 17,"TV Tokyo,       Nihon Ad Systems,       Warner Bros. Japan,       Shueisha",VIZ Media,Studio Kai,Manga,,ShounenShounen,22 min. per ep.,G - All Ages,"7.421 (scored by 58005,800 users)
      


1
          indicates a weighted score.","#22882

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#5706,"15,223",108,,Team SportsTeam Sports,SportsSports,,,
52,2023,fall,Bullbuster,,https://cdn.myanimelist.net/images/anime/1074/138192.jpg,,ブルバスター,,TV,12,Finished Airing,"Oct 4, 2023 to Dec 20, 2023",Fall 2023,Wednesdays at 21,"AT-X,       Tokyo MX,       Sammy,       Kansai Telecasting,       BS NTV,       Kadokawa,       P.I.C.S.","None found, add some",Nut,Mixed media,"ActionAction,         Sci-FiSci-Fi",,23 min. per ep.,PG-13 - Teens 13 or older,"6.181 (scored by 41104,110 users)
      


1
          indicates a weighted score.","#89232

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#5957,"13,572",23,"Adult CastAdult Cast,         MechaMecha,         WorkplaceWorkplace",,,,,
53,2023,fall,Hypnosis Mic: Division Rap Battle - Rhyme Anima +,HYPNOSISMIC -Division Rap Battle- Rhyme Anima PLUS,https://cdn.myanimelist.net/images/anime/1373/135316.jpg,"Hypmic 2nd Season, Hypnosis Mic",ヒプノシスマイク -Division Rap Battle- Rhyme Anima +（プラス）,HYPNOSISMIC -Division Rap Battle- Rhyme Anima PLUS,TV,13,Finished Airing,"Oct 7, 2023 to Dec 30, 2023",Fall 2023,Saturdays at 00,"Aniplex,       Half H.P Studio,       Evil Line Records","None found, add some",A-1 Pictures,Mixed media,,,23 min. per ep.,R - 17+ (violence & profanity),"6.851 (scored by 32663,266 users)
      


1
          indicates a weighted score.","#51172

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#6241,"12,039",105,"Adult CastAdult Cast,         MusicMusic",,Sci-FiSci-Fi,,,
54,2023,fall,The iDOLM@STER Million Live!,,https://cdn.myanimelist.net/images/anime/1574/132732.jpg,,THE iDOLM@STER MILLION LIVE!,,TV,12,Finished Airing,"Oct 8, 2023 to Dec 24, 2023",Fall 2023,Sundays at 10,"Lantis,       Bandai Namco Entertainment,       Bic Studio","None found, add some",Shirogumi,Game,,,24 min. per ep.,PG-13 - Teens 13 or older,"6.921 (scored by 31013,101 users)
      


1
          indicates a weighted score.","#47492

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#6452,"11,113",52,"Idols (Female)Idols (Female),         MusicMusic",,,,,
55,2023,fall,Kibou no Chikara: Otona Precure '23,Power of Hope ~Precure Full Bloom~,https://cdn.myanimelist.net/images/anime/1192/138182.jpg,,キボウノチカラ～オトナプリキュア'23～,Power of Hope ~Precure Full Bloom~,TV,12,Finished Airing,"Oct 7, 2023 to Dec 23, 2023",Fall 2023,Saturdays at 18,"None found, add some","None found, add some","Toei Animation,       Studio Deen",Original,,,25 min. per ep.,PG-13 - Teens 13 or older,"6.591 (scored by 25112,511 users)
      


1
          indicates a weighted score.","#65142

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#7042,"9,012",32,"Adult CastAdult Cast,         Mahou ShoujoMahou Shoujo",,ActionAction,,,
56,2023,fall,Dog Signal,,https://cdn.myanimelist.net/images/anime/1507/139161.jpg,,ドッグシグナル,,TV,20,Finished Airing,"Oct 22, 2023 to Mar 17, 2024",Fall 2023,Sundays at 17,"NHK,       NHK Enterprises","None found, add some",Fugaku,Manga,,JoseiJosei,25 min. per ep.,PG-13 - Teens 13 or older,"7.071 (scored by 14981,498 users)
      


1
          indicates a weighted score.","#40652

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#7469,"7,746",34,"Adult CastAdult Cast,         PetsPets,         WorkplaceWorkplace",,Slice of LifeSlice of Life,,,
57,2023,fall,Kawagoe Boys Sing,Kawagoe Boys Sing -Now or Never-,https://cdn.myanimelist.net/images/anime/1921/138501.jpg,,川越ボーイズ・シング,Kawagoe Boys Sing -Now or Never-,TV,12,Finished Airing,"Oct 9, 2023 to Jan 15, 2024",Fall 2023,Mondays at 23,"Telecom Animation Film,       NBCUniversal Entertainment Japan,       dugout","None found, add some",evg,Original,,,23 min. per ep.,PG-13 - Teens 13 or older,"5.671 (scored by 17201,720 users)
      


1
          indicates a weighted score.","#115422

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#7666,"7,266",18,"MusicMusic,         SchoolSchool",,Slice of LifeSlice of Life,,,
58,2023,fall,Rail Romanesque 2,,https://cdn.myanimelist.net/images/anime/1214/137093.jpg,Maitetsu 2nd Season,レヱル・ロマネスク2,,TV,13,Finished Airing,"Oct 6, 2023 to Dec 29, 2023",Fall 2023,Fridays at 01,"None found, add some","None found, add some","Yokohama Animation Laboratory,       Cloud Hearts",Visual novel,,,3 min. per ep.,PG-13 - Teens 13 or older,"5.611 (scored by 817817 users)
      


1
          indicates a weighted score.","#117712

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#7684,"7,235",9,,,Slice of LifeSlice of Life,,,
59,2023,fall,B-Project: Netsuretsu*Love Call,B-Project: Passion*Love Call,https://cdn.myanimelist.net/images/anime/1591/138183.jpg,B-Project 3rd Season,B-PROJECT ～熱烈＊ラブコール～,B-Project,TV,12,Finished Airing,"Oct 2, 2023 to Dec 18, 2023",Fall 2023,Mondays at 21,"MediaNet,       Rakuonsha,       AT-X,       MAGES.,       BS NTV,       Kadokawa,       Marui Group,       Pia","None found, add some",Asahi Production,Mixed media,,,23 min. per ep.,PG-13 - Teens 13 or older,"6.321 (scored by 881881 users)
      


1
          indicates a weighted score.","#81502

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#8249,"6,072",29,"Idols (Male)Idols (Male),         MusicMusic",,,,,
