,year,season,jp_title,en_title,img,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genre,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Genres,Theme,German,Spanish,French
64,2024,summer,Ookami to Koushinryou: Merchant Meets the Wise Wolf,Spice and Wolf: Merchant Meets the Wise Wolf,https://cdn.myanimelist.net/images/anime/1059/142414.jpg,Spice and Wolf,狼と香辛料 MERCHANT MEETS THE WISE WOLF,Spice and Wolf,TV,25,Finished Airing,"Apr 2, 2024 to Sep 24, 2024",Spring 2024,Tuesdays at 01,"TV Tokyo,       Movic,       TOHO animation,       Good Smile Company,       Kadokawa,       Enishiya,       Hayabusa Film","None found, add some",Passione,Light novel,,,,23 min. per ep.,PG-13 - Teens 13 or older,"8.111 (scored by 6865168,651 users)
      


1
          indicates a weighted score.","#5112

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1139,"227,907","1,823","AdventureAdventure,         DramaDrama,         RomanceRomance,         SupernaturalSupernatural",Adult CastAdult Cast,,,
65,2024,summer,Yozakura-san Chi no Daisakusen,Mission: Yozakura Family,https://cdn.myanimelist.net/images/anime/1674/143715.jpg,Mission of Yozakura Family,夜桜さんちの大作戦,Mission,TV,27,Finished Airing,"Apr 7, 2024 to Oct 6, 2024",Spring 2024,Sundays at 17,"Pierrot,       Mainichi Broadcasting System,       NBCUniversal Entertainment Japan,       Shueisha,       JR East Marketing & Communications","None found, add some",SILVER LINK.,Manga,,,ShounenShounen,24 min. per ep.,PG-13 - Teens 13 or older,"7.551 (scored by 3544135,441 users)
      


1
          indicates a weighted score.","#17872

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1881,"125,708",606,"ActionAction,         ComedyComedy",,,,
66,2024,summer,Crayon Shin-chan,Shin Chan,https://cdn.myanimelist.net/images/anime/10/59897.jpg,,クレヨンしんちゃん,Shin Chan,TV,Unknown,Currently Airing,"Apr 13, 1992 to ?",Spring 1992,Fridays at 19,TV Asahi,Funimation,Shin-Ei Animation,Manga,,,SeinenSeinen,21 min.,G - All Ages,"7.801 (scored by 4214242,142 users)
      


1
          indicates a weighted score.","#10282

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2398,"87,938","1,329","ComedyComedy,         EcchiEcchi",SchoolSchool,Shin Chan,Shin Chan,
67,2024,summer,Sasayaku You ni Koi wo Utau,Whisper Me a Love Song,https://cdn.myanimelist.net/images/anime/1455/141858.jpg,"Whispering You a Love Song, Sasakoi",ささやくように恋を唄う,Whisper Me a Love Song,TV,12,Finished Airing,"Apr 14, 2024 to Dec 29, 2024",Spring 2024,Sundays at 01,"TV Asahi,       NBCUniversal Entertainment Japan,       Yomiuri TV Enterprise,       Contents Seed,       Ichijinsha,       Live Viewing Japan,       Bit grooove promotion,       BS Asahi",Sentai Filmworks,"Yokohama Animation Laboratory,       Cloud Hearts",Manga,,,,23 min. per ep.,PG-13 - Teens 13 or older,"6.671 (scored by 1925419,254 users)
      


1
          indicates a weighted score.","#60622

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2408,"87,634",781,"DramaDrama,         Girls LoveGirls Love",SchoolSchool,,,
68,2024,summer,The Fable,,https://cdn.myanimelist.net/images/anime/1254/141155.jpg,,ザ・ファブル,The Fable,TV,25,Finished Airing,"Apr 7, 2024 to Sep 29, 2024",Spring 2024,Sundays at 00,"VAP,       Kodansha,       Nippon Television Network,       Audio Planning U","None found, add some",Tezuka Productions,Manga,,"Adult CastAdult Cast,         Organized CrimeOrganized Crime",SeinenSeinen,22 min. per ep.,R - 17+ (violence & profanity),"8.101 (scored by 2654326,543 users)
      


1
          indicates a weighted score.","#5232

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2614,"76,518",554,"ComedyComedy,         SuspenseSuspense",,,,
69,2024,summer,Karasu wa Aruji wo Erabanai,Yatagarasu: The Raven Does Not Choose Its Master,https://cdn.myanimelist.net/images/anime/1084/142685.jpg,The Crow Does Not Choose the Lord,烏は主を選ばない,Yatagarasu,TV,20,Finished Airing,"Apr 6, 2024 to Sep 21, 2024",Spring 2024,Saturdays at 23,"NHK,       NHK Enterprises","None found, add some",Pierrot,Novel,,"HistoricalHistorical,         MythologyMythology",,25 min. per ep.,PG-13 - Teens 13 or older,"8.061 (scored by 1475614,756 users)
      


1
          indicates a weighted score.","#5782

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3368,"48,214",433,"DramaDrama,         FantasyFantasy",,,,
70,2024,summer,Sazae-san,Mrs. Sazae,https://cdn.myanimelist.net/images/anime/1008/98996.jpg,,サザエさん,Mrs. Sazae,TV,Unknown,Currently Airing,"Oct 5, 1969 to ?",Fall 1969,Sundays at 18,Fuji TV,"None found, add some",Eiken,4-koma manga,,,,24 min.,G - All Ages,"6.141 (scored by 19331,933 users)
      


1
          indicates a weighted score.","#91842

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#7123,"8,790",39,"ComedyComedy,         Slice of LifeSlice of Life",,,,
71,2024,summer,Wonderful Precure!,,https://cdn.myanimelist.net/images/anime/1852/140786.jpg,,わんだふるぷりきゅあ!,Wonderful Precure!,TV,50,Finished Airing,"Feb 4, 2024 to Jan 26, 2025",Winter 2024,Sundays at 08,ABC Animation,"None found, add some",Toei Animation,Original,ActionAction,,,23 min. per ep.,G - All Ages,"7.581 (scored by 21012,101 users)
      


1
          indicates a weighted score.","#16592

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#7461,"7,768",93,,Mahou ShoujoMahou Shoujo,,,
72,2024,summer,Chibi Maruko-chan (1995),Little Miss Maruko,https://cdn.myanimelist.net/images/anime/1108/100604.jpg,Maruko-chan,ちびまる子ちゃん,Little Miss Maruko,TV,Unknown,Currently Airing,"Jan 8, 1995 to ?",Winter 1995,Sundays at 18,"Ajia-do,       Fuji TV,       Sakura Production","None found, add some",Nippon Animation,Manga,ComedyComedy,,ShoujoShoujo,23 min.,G - All Ages,"7.341 (scored by 21732,173 users)
      


1
          indicates a weighted score.","#26382

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#7914,"6,749",61,,SchoolSchool,,Chibi Maruko-chan,
73,2024,summer,Yu☆Gi☆Oh! Go Rush!!,,https://cdn.myanimelist.net/images/anime/1690/140394.jpg,Yuu Gi Ou,遊☆戯☆王ゴーラッシュ!!,,TV,Unknown,Currently Airing,"Apr 3, 2022 to ?",Spring 2022,Sundays at 07,"TV Tokyo,       Konami,       Shueisha","None found, add some",Bridge,Card game,,,,24 min.,PG-13 - Teens 13 or older,"5.661 (scored by 11391,139 users)
      


1
          indicates a weighted score.","#115862

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#7919,"6,744",52,"ActionAction,         FantasyFantasy",Strategy GameStrategy Game,,,
74,2024,summer,Tousouchuu: Great Mission,Run For Money: The Great Mission,https://cdn.myanimelist.net/images/anime/1482/141904.jpg,,逃走中 グレートミッション,Run For Money,TV,Unknown,Currently Airing,"Apr 2, 2023 to ?",Spring 2023,Sundays at 09,"Yomiko Advertising,       Fuji TV","None found, add some",Toei Animation,Other,,,,23 min.,PG-13 - Teens 13 or older,"5.651 (scored by 773773 users)
      


1
          indicates a weighted score.","#115922

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#8219,"6,108",27,"Sci-FiSci-Fi,         SuspenseSuspense",High Stakes GameHigh Stakes Game,,,
75,2024,summer,Chiikawa,,https://cdn.myanimelist.net/images/anime/1783/121944.jpg,,ちいかわ,,TV,Unknown,Currently Airing,"Apr 4, 2022 to ?",Spring 2022,Fridays at 07,"None found, add some",Sentai Filmworks,Doga Kobo,Web manga,ComedyComedy,,SeinenSeinen,1 min.,G - All Ages,"7.591 (scored by 14911,491 users)
      


1
          indicates a weighted score.","#16012

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#8303,"5,986",138,,,,,
76,2024,summer,Bonobono (TV 2016),Bono Bono,https://cdn.myanimelist.net/images/anime/13/77617.jpg,,ぼのぼの,Bono Bono,TV,Unknown,Currently Airing,"Apr 2, 2016 to ?",Spring 2016,Saturdays at 04,"Fuji TV,       Glovision","None found, add some",Eiken,4-koma manga,,,,5 min.,G - All Ages,"6.371 (scored by 759759 users)
      


1
          indicates a weighted score.","#78902

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#10226,"3,275",19,"ComedyComedy,         Slice of LifeSlice of Life",AnthropomorphicAnthropomorphic,Bono Bono,Bono Bono,Bono Bono
