year;season;jp_title;img;Japanese;Episodes;Starting;Ending;Producers;Studios;Source;Age Rating;Rating Score;Rating Score Num;Reviewers;Rating Score Rank;Popularity Rank;Members;Favorites
2021;summer;Meikyuu Black Company;https://cdn.myanimelist.net/images/anime/1753/116290.jpg;迷宮ブラックカンパニー;12;9 Jul 2021;24 Sep 2021;Toy's Factory, ABC Animation, Jinnan Studio, Kadokawa;SILVER LINK.;Web manga;PG-13 - Teens 13 or older;7.221;7.22;107437107437;"32392

2
 ";1082;239767;863
2021;summer;Re-Main;https://cdn.myanimelist.net/images/anime/1838/114857.jpg;RE-MAIN（リメイン）;12;4 Jul 2021;3 Oct 2021;Bandai Namco Arts;MAPPA;Original;PG-13 - Teens 13 or older;7.191;7.19;5376153761;"34112

2
 ";1709;142296;873
2021;summer;Seirei Gensouki;https://cdn.myanimelist.net/images/anime/1836/116060.jpg;精霊幻想記;12;6 Jul 2021;21 Sep 2021;MediaNet, Nippon Columbia, KlockWorx, Asmik Ace, Hobby Japan, BS Fuji, Strawberry Meets Pictures, Crunchyroll, Kanon Sound, NichiNare, Melonbooks, TMS Music, CTW;TMS Entertainment;Light novel;PG-13 - Teens 13 or older;7.071;7.07;213498213498;"40792

2
 ";588;417026;3393
2021;summer;Maiko-san Chi no Makanai-san;https://cdn.myanimelist.net/images/anime/1355/111545.jpg;舞妓さんちのまかないさん;12;25 Feb 2021;27 Jan 2022;NHK, NHK Enterprises;J.C.Staff;Manga;PG-13 - Teens 13 or older;7.031;7.03;47014701;"42532

2
 ";5166;19674;68
2021;summer;Jahy-sama wa Kujikenai!;https://cdn.myanimelist.net/images/anime/1154/115599.jpg;ジャヒー様はくじけない！;20;1 Aug 2021;19 Dec 2021;Square Enix, Medicos Entertainment, King Records, Nagoya Broadcasting Network, ABC Animation, DMM pictures;SILVER LINK.;Manga;PG-13 - Teens 13 or older;7.011;7.01;8955889558;"43252

2
 ";1006;258555;1443
2021;summer;Magia Record: Mahou Shoujo Madoka☆Magica Gaiden 2nd Season - Kakusei Zenya;https://cdn.myanimelist.net/images/anime/1919/116424.jpg;マギアレコード 魔法少女まどか☆マギカ外伝 2nd SEASON -覚醒前夜-;8;1 Aug 2021;26 Sep 2021;Aniplex, Houbunsha, f4samurai;Shaft;Game;PG-13 - Teens 13 or older;7.001;7.00;2136221362;"43922

2
 ";2785;69348;448
2021;summer;Ore, Tsushima;https://cdn.myanimelist.net/images/anime/1916/112514.jpg;俺、つしま;12;2 Jul 2021;18 Sep 2021;Asmik Ace;Fanworks, Space Neko Company;Manga;PG-13 - Teens 13 or older;6.941;6.94;83778377;"46372

2
 ";5151;19772;172
2021;summer;Shaman King (2021);https://cdn.myanimelist.net/images/anime/1416/113270.jpg;SHAMAN KING;52;1 Apr 2021;21 Apr 2022;TV Tokyo;Bridge;Manga;PG-13 - Teens 13 or older;6.901;6.90;7711877118;"48272

2
 ";946;271882;1735
2021;summer;100-man no Inochi no Ue ni Ore wa Tatteiru 2nd Season;https://cdn.myanimelist.net/images/anime/1424/117718.jpg;100万の命の上に俺は立っている;12;10 Jul 2021;25 Sep 2021;Warner Bros. Japan;Maho Film;Manga;PG-13 - Teens 13 or older;6.791;6.79;8253682536;"53982

2
 ";1431;176078;636
2021;summer;Pretty All Friends Selection;https://cdn.myanimelist.net/images/anime/1968/114657.jpg;プリティーオールフレンズセレクション;16;6 Jun 2021;19 Sep 2021;None found, add some;None found, add some;Game;PG - Children;6.761;6.76;218218;"55572

2
 ";11620;2176;18
2021;summer;Deatte 5-byou de Battle;https://cdn.myanimelist.net/images/anime/1145/115565.jpg;出会って5秒でバトル;12;13 Jul 2021;28 Sep 2021;Shogakukan-Shueisha Productions, Pony Canyon, Bushiroad, Studio A-CAT, Tokyo MX, Fields, Kansai Telecasting, BS11, Bandai Spirits;SynergySP, Vega Entertainment;Web manga;R - 17+ (violence & profanity);6.751;6.75;105227105227;"55972

2
 ";1171;222346;934
2021;summer;Higurashi no Naku Koro ni Sotsu;https://cdn.myanimelist.net/images/anime/1083/115046.jpg;ひぐらしのなく頃に卒;15;1 Jul 2021;30 Sep 2021;None found, add some;Passione;Visual novel;R - 17+ (violence & profanity);6.731;6.73;4876448764;"57522

2
 ";1958;118917;787
2021;summer;Mahouka Koukou no Yuutousei;https://cdn.myanimelist.net/images/anime/1719/116262.jpg;魔法科高校の優等生;13;3 Jul 2021;25 Sep 2021;Aniplex;Connect;Manga;PG-13 - Teens 13 or older;6.681;6.68;4463544635;"60102

2
 ";1731;139797;734
2021;summer;Kanojo mo Kanojo;https://cdn.myanimelist.net/images/anime/1713/117119.jpg;カノジョも彼女;12;3 Jul 2021;18 Sep 2021;Mainichi Broadcasting System, Kodansha, Half H.P Studio, Nikkatsu, NBCUniversal Entertainment Japan, Forecast Communications, Myrica Music;Tezuka Productions;Manga;PG-13 - Teens 13 or older;6.521;6.52;193932193932;"69402

2
 ";625;397835;2517
2021;summer;Megami-ryou no Ryoubo-kun.;https://cdn.myanimelist.net/images/anime/1436/116410.jpg;女神寮の寮母くん。;10;14 Jul 2021;15 Sep 2021;AT-X, Kadokawa Media House, Kadokawa;asread.;Manga;R+ - Mild Nudity;6.501;6.50;8458784587;"70532

2
 ";1217;211747;1285
2021;summer;Night Head 2041;https://cdn.myanimelist.net/images/anime/1819/116662.jpg;NIGHT HEAD 2041;12;15 Jul 2021;30 Sep 2021;Fuji TV, Slow Curve, BS Fuji, Hakuhodo DY Media Partners, Office ENDLESS;Shirogumi;Other;R - 17+ (violence & profanity);6.501;6.50;1047910479;"70572

2
 ";3453;46512;313
2021;summer;Cheat Kusushi no Slow Life: Isekai ni Tsukurou Drugstore;https://cdn.myanimelist.net/images/anime/1787/115817.jpg;チート薬師のスローライフ～異世界に作ろうドラッグストア～;12;7 Jul 2021;22 Sep 2021;Studio Mausu, BS11, Crunchyroll, Yomiuri TV Enterprise, NichiNare, Live Viewing Japan, Bandai Namco Arts, Video Market, MediaNet Pictures, Tohjak, Hifumi Shobo;EMT Squared;Light novel;PG-13 - Teens 13 or older;6.451;6.45;6030760307;"73712

2
 ";1600;155721;623
2021;summer;Tantei wa Mou, Shindeiru.;https://cdn.myanimelist.net/images/anime/1843/115815.jpg;探偵はもう、死んでいる。;12;4 Jul 2021;19 Sep 2021;AT-X, Kadokawa Media House, Kadokawa, INCS toenter;ENGI;Light novel;PG-13 - Teens 13 or older;6.411;6.41;148784148784;"76682

2
 ";643;390257;3194
2021;summer;Tsukipro The Animation 2;https://cdn.myanimelist.net/images/anime/1651/116291.jpg;TSUKIPRO THE ANIMATION 2;13;7 Jul 2021;29 Dec 2021;AZ Creative;PRA;Mixed media;PG-13 - Teens 13 or older;6.401;6.40;13381338;"76822

2
 ";7390;7965;49
2021;winter;Crayon Shin-chan;https://cdn.myanimelist.net/images/anime/10/59897.jpg;クレヨンしんちゃん;Unknown;13 Apr 1992;Unknown;TV Asahi;Shin-Ei Animation;Manga;G - All Ages;7.801;7.80;4214242142;"10282

2
 ";2398;87940;1329
2021;summer;Seizei Ganbare! Mahou Shoujo Kurumi 3rd Season;https://cdn.myanimelist.net/images/anime/1097/108552.jpg;せいぜいがんばれ！魔法少女くるみ;25;7 Oct 2020;29 Sep 2021;Lantis;Pie in the sky;Original;G - All Ages;6.301;6.30;153153;"82712

2
 ";13185;1333;2
2021;spring;Crayon Shin-chan;https://cdn.myanimelist.net/images/anime/10/59897.jpg;クレヨンしんちゃん;Unknown;13 Apr 1992;Unknown;TV Asahi;Shin-Ei Animation;Manga;G - All Ages;7.801;7.80;4214242142;"10282

2
 ";2398;87940;1329
2021;summer;Crayon Shin-chan;https://cdn.myanimelist.net/images/anime/10/59897.jpg;クレヨンしんちゃん;Unknown;13 Apr 1992;Unknown;TV Asahi;Shin-Ei Animation;Manga;G - All Ages;7.801;7.80;4214242142;"10282

2
 ";2398;87938;1329
2021;summer;Peach Boy Riverside;https://cdn.myanimelist.net/images/anime/1535/115023.jpg;ピーチボーイリバーサイド;12;1 Jul 2021;16 Sep 2021;VAP, Sotsu, Kodansha, KlockWorx, Tokyo MX, Toy's Factory, Exa International, BS NTV, AQUA ARIS, Bit grooove promotion, GREE Entertainment, A3, jeux d'eau, Toei Advertising;Asahi Production;Manga;R - 17+ (violence & profanity);6.241;6.24;7298672986;"86412

2
 ";1330;192019;681
2021;fall;Crayon Shin-chan;https://cdn.myanimelist.net/images/anime/10/59897.jpg;クレヨンしんちゃん;Unknown;13 Apr 1992;Unknown;TV Asahi;Shin-Ei Animation;Manga;G - All Ages;7.801;7.80;4214242142;"10282

2
 ";2398;87938;1329
2022;winter;Crayon Shin-chan;https://cdn.myanimelist.net/images/anime/10/59897.jpg;クレヨンしんちゃん;Unknown;13 Apr 1992;Unknown;TV Asahi;Shin-Ei Animation;Manga;G - All Ages;7.801;7.80;4214242142;"10282

2
 ";2398;87938;1329
2022;spring;Crayon Shin-chan;https://cdn.myanimelist.net/images/anime/10/59897.jpg;クレヨンしんちゃん;Unknown;13 Apr 1992;Unknown;TV Asahi;Shin-Ei Animation;Manga;G - All Ages;7.801;7.80;4214242142;"10282

2
 ";2398;87938;1329
2022;summer;Crayon Shin-chan;https://cdn.myanimelist.net/images/anime/10/59897.jpg;クレヨンしんちゃん;Unknown;13 Apr 1992;Unknown;TV Asahi;Shin-Ei Animation;Manga;G - All Ages;7.801;7.80;4214242142;"10282

2
 ";2398;87938;1329
2022;fall;Crayon Shin-chan;https://cdn.myanimelist.net/images/anime/10/59897.jpg;クレヨンしんちゃん;Unknown;13 Apr 1992;Unknown;TV Asahi;Shin-Ei Animation;Manga;G - All Ages;7.801;7.80;4214242142;"10282

2
 ";2398;87938;1329
2023;winter;Crayon Shin-chan;https://cdn.myanimelist.net/images/anime/10/59897.jpg;クレヨンしんちゃん;Unknown;13 Apr 1992;Unknown;TV Asahi;Shin-Ei Animation;Manga;G - All Ages;7.801;7.80;4214242142;"10282

2
 ";2398;87938;1329
2023;spring;Crayon Shin-chan;https://cdn.myanimelist.net/images/anime/10/59897.jpg;クレヨンしんちゃん;Unknown;13 Apr 1992;Unknown;TV Asahi;Shin-Ei Animation;Manga;G - All Ages;7.801;7.80;4214242142;"10282

2
 ";2398;87938;1329
2023;summer;Crayon Shin-chan;https://cdn.myanimelist.net/images/anime/10/59897.jpg;クレヨンしんちゃん;Unknown;13 Apr 1992;Unknown;TV Asahi;Shin-Ei Animation;Manga;G - All Ages;7.801;7.80;4214242142;"10282

2
 ";2398;87938;1329
2023;fall;Crayon Shin-chan;https://cdn.myanimelist.net/images/anime/10/59897.jpg;クレヨンしんちゃん;Unknown;13 Apr 1992;Unknown;TV Asahi;Shin-Ei Animation;Manga;G - All Ages;7.801;7.80;4214242142;"10282

2
 ";2398;87938;1329
2024;winter;Crayon Shin-chan;https://cdn.myanimelist.net/images/anime/10/59897.jpg;クレヨンしんちゃん;Unknown;13 Apr 1992;Unknown;TV Asahi;Shin-Ei Animation;Manga;G - All Ages;7.801;7.80;4214242142;"10282

2
 ";2398;87938;1329
2024;spring;Crayon Shin-chan;https://cdn.myanimelist.net/images/anime/10/59897.jpg;クレヨンしんちゃん;Unknown;13 Apr 1992;Unknown;TV Asahi;Shin-Ei Animation;Manga;G - All Ages;7.801;7.80;4214242142;"10282

2
 ";2398;87938;1329
2024;summer;Crayon Shin-chan;https://cdn.myanimelist.net/images/anime/10/59897.jpg;クレヨンしんちゃん;Unknown;13 Apr 1992;Unknown;TV Asahi;Shin-Ei Animation;Manga;G - All Ages;7.801;7.80;4214242142;"10282

2
 ";2398;87938;1329
2021;summer;Yu☆Gi☆Oh! Sevens;https://cdn.myanimelist.net/images/anime/1148/106883.jpg;遊☆戯☆王 SEVENS;92;4 Apr 2020;27 Mar 2022;TV Tokyo, Konami, Shueisha, Konami Cross Media NY;Bridge;Card game;PG-13 - Teens 13 or older;6.201;6.20;49084908;"88642

2
 ";5260;18794;88
2024;fall;Crayon Shin-chan;https://cdn.myanimelist.net/images/anime/10/59897.jpg;クレヨンしんちゃん;Unknown;13 Apr 1992;Unknown;TV Asahi;Shin-Ei Animation;Manga;G - All Ages;7.801;7.80;4214242142;"10282

2
 ";2398;87938;1329
2021;summer;Getter Robo Arc;https://cdn.myanimelist.net/images/anime/1805/116661.jpg;ゲッターロボ アーク;13;4 Jul 2021;26 Sep 2021;Lantis, Bandai Namco Arts;Bee Media, Studio A-CAT;Manga;PG-13 - Teens 13 or older;6.191;6.19;23722372;"89062

2
 ";8090;6380;26
2021;summer;Boruto: Naruto Next Generations;https://cdn.myanimelist.net/images/anime/1091/99847.jpg;BORUTO -NARUTO NEXT GENERATIONS-;293;5 Apr 2017;26 Mar 2023;TV Tokyo, Aniplex, Rakuonsha, Shueisha;Pierrot;Manga;PG-13 - Teens 13 or older;6.001;6.00;456508456508;"99122

2
 ";208;894492;7375
2021;summer;Dinosaur Biyori;https://cdn.myanimelist.net/images/anime/1382/116139.jpg;ダイナ荘びより;26;4 Apr 2021;26 Sep 2021;Aniplex, Sony Music Entertainment, Sony Creative Products;Fanworks;Original;G - All Ages;5.971;5.97;323323;"100492

2
 ";11633;2166;16
2021;summer;Yami Shibai 9;https://cdn.myanimelist.net/images/anime/1880/115566.jpg;闇芝居 九期;13;12 Jul 2021;4 Oct 2021;None found, add some;ILCA, DRAWIZ, yell;Original;PG-13 - Teens 13 or older;5.911;5.91;52665266;"104102

2
 ";6012;13302;40
2021;summer;Mazica Party;https://cdn.myanimelist.net/images/anime/1740/113501.jpg;マジカパーティ;51;4 Apr 2021;27 Mar 2022;Dentsu, TV Osaka;OLM;Original;G - All Ages;5.891;5.89;263263;"104902

2
 ";12206;1805;10
2021;summer;Blue Reflection Ray;https://cdn.myanimelist.net/images/anime/1634/114551.jpg;BLUE REFLECTION RAY/澪;24;10 Apr 2021;25 Sep 2021;Mainichi Broadcasting System, Magic Capsule, DMM pictures;J.C.Staff;Game;PG-13 - Teens 13 or older;5.861;5.86;71507150;"106432

2
 ";4198;31502;106
2021;summer;D_Cide Traumerei the Animation;https://cdn.myanimelist.net/images/anime/1635/117200.jpg;D_CIDE TRAUMEREI（ディーサイドトロイメライ）;13;10 Jul 2021;2 Oct 2021;Bushiroad, Bit grooove promotion;SANZIGEN;Mixed media;PG-13 - Teens 13 or older;5.811;5.81;66856685;"108972

2
 ";4637;25511;107
2021;summer;Scarlet Nexus;https://cdn.myanimelist.net/images/anime/1314/116004.jpg;SCARLET NEXUS;26;1 Jul 2021;23 Dec 2021;Sunrise Music, Bandai Namco Arts;Sunrise;Game;PG-13 - Teens 13 or older;5.711;5.71;2763427634;"113012

2
 ";2199;101733;501
2021;summer;Okashi na Sabaku no Suna to Manu;https://cdn.myanimelist.net/images/anime/1208/111257.jpg;おかしなさばくのスナとマヌ;50;14 Feb 2021;2 Feb 2022;CHANCE iN;Kachidoki Studio;Manga;PG - Children;5.711;5.71;227227;"113232

2
 ";12330;1729;6
2021;fall;86 Part 2;https://cdn.myanimelist.net/images/anime/1321/117508.jpg;86―エイティシックス―;12;3 Oct 2021;19 Mar 2022;Aniplex, Kadokawa, Bandai Spirits;A-1 Pictures;Light novel;R - 17+ (violence & profanity);8.711;8.71;321749321749;"582

2
 ";423;561012;16574
2021;fall;Mushoku Tensei: Isekai Ittara Honki Dasu Part 2;https://cdn.myanimelist.net/images/anime/1028/117777.jpg;無職転生 ～異世界行ったら本気だす～ 第2クール;12;4 Oct 2021;20 Dec 2021;Frontier Works, TOHO, TOHO animation, Tokyo MX, Hakuhodo DY Music & Pictures, BS11, Egg Firm, Kadokawa, GREE Entertainment;Studio Bind;Light novel;R - 17+ (violence & profanity);8.641;8.64;636950636950;"802

2
 ";165;1016877;18964
2021;fall;Ousama Ranking;https://cdn.myanimelist.net/images/anime/1347/117616.jpg;王様ランキング;23;15 Oct 2021;25 Mar 2022;Aniplex, Dentsu, Fuji TV, Kadokawa, Bandai Spirits;Wit Studio;Web manga;PG-13 - Teens 13 or older;8.501;8.50;366943366943;"1432

2
 ";314;696160;13233
2021;fall;Kimetsu no Yaiba: Mugen Ressha-hen;https://cdn.myanimelist.net/images/anime/1065/118763.jpg;鬼滅の刃 無限列車編;7;10 Oct 2021;28 Nov 2021;Aniplex, Shueisha;ufotable;Manga;R - 17+ (violence & profanity);8.351;8.35;514157514157;"2372

2
 ";228;854437;4457
2021;fall;World Trigger 3rd Season;https://cdn.myanimelist.net/images/anime/1617/117474.jpg;ワールドトリガー;14;10 Oct 2021;23 Jan 2022;TV Asahi;Toei Animation;Manga;PG-13 - Teens 13 or older;8.251;8.25;4961749617;"3352

2
 ";1849;128481;1216
2021;fall;Komi-san wa, Comyushou desu.;https://cdn.myanimelist.net/images/anime/1899/117237.jpg;古見さんは、コミュ症です。;12;7 Oct 2021;23 Dec 2021;TV Tokyo, Dentsu, Shogakukan-Shueisha Productions, Half H.P Studio, Nippon Columbia;OLM;Manga;PG-13 - Teens 13 or older;7.831;7.83;500668500668;"9722

2
 ";191;945170;12198
2021;fall;Blue Period;https://cdn.myanimelist.net/images/anime/1757/116931.jpg;ブルーピリオド;12;2 Oct 2021;18 Dec 2021;Mainichi Broadcasting System, Kodansha, DMM pictures, Bit grooove promotion, DMM Music;Seven Arcs;Manga;PG-13 - Teens 13 or older;7.801;7.80;227962227962;"10262

2
 ";482;495562;6421
2021;fall;Taishou Otome Otogibanashi;https://cdn.myanimelist.net/images/anime/1662/118849.jpg;大正オトメ御伽話;12;9 Oct 2021;25 Dec 2021;Pony Canyon, Bit grooove promotion;SynergySP;Manga;PG-13 - Teens 13 or older;7.791;7.79;6699966999;"10742

2
 ";1575;158833;1205
2021;fall;Dragon Quest: Dai no Daibouken (2020);https://cdn.myanimelist.net/images/anime/1499/109126.jpg;ドラゴンクエスト ダイの大冒険;100;3 Oct 2020;22 Oct 2022;TV Tokyo, Square Enix, Shueisha;Toei Animation;Manga;PG-13 - Teens 13 or older;7.731;7.73;2596225962;"12182

2
 ";2613;76566;644
2021;fall;Isekai Shokudou 2;https://cdn.myanimelist.net/images/anime/1777/117885.jpg;異世界食堂 2;12;2 Oct 2021;18 Dec 2021;TV Tokyo, Nippon Animation, TV Osaka, AT-X, KlockWorx, flying DOG, DMM pictures, Shufunotomo, Polygon Magic, MAGNET;OLM;Light novel;PG-13 - Teens 13 or older;7.691;7.69;4584845848;"13322

2
 ";2126;106049;444
2021;fall;Senpai ga Uzai Kouhai no Hanashi;https://cdn.myanimelist.net/images/anime/1055/118890.jpg;先輩がうざい後輩の話;12;10 Oct 2021;26 Dec 2021;Movic, KlockWorx, King Records, Ichijinsha, DMM pictures;Doga Kobo;Web manga;PG-13 - Teens 13 or older;7.551;7.55;164682164682;"17802

2
 ";718;355066;1731
2021;fall;Shiroi Suna no Aquatope;https://cdn.myanimelist.net/images/anime/1932/114952.jpg;白い砂のアクアトープ;24;9 Jul 2021;17 Dec 2021;BS Fuji, Tokyo MX, Infinite, Forecast Communications, Kadokawa Media House, DMM pictures, Bandai Namco Arts, AQUA ARIS;P.A. Works;Original;PG-13 - Teens 13 or older;7.511;7.51;5331953319;"19032

2
 ";1435;175827;1409
2021;fall;Mieruko-chan;https://cdn.myanimelist.net/images/anime/1277/117155.jpg;見える子ちゃん;12;3 Oct 2021;19 Dec 2021;AT-X, Magic Capsule, Tokyo MX, Docomo Anime Store, Kadokawa Media House, BS NTV, Kadokawa;Passione;Web manga;PG-13 - Teens 13 or older;7.391;7.39;240094240094;"24102

2
 ";449;525596;3379
2021;fall;Tropical-Rouge! Precure;https://cdn.myanimelist.net/images/anime/1184/110907.jpg;トロピカル～ジュ！プリキュア;46;28 Feb 2021;30 Jan 2022;ABC Animation, ADK Emotions;Toei Animation;Original;G - All Ages;7.391;7.39;45434543;"23982

2
 ";5864;14126;147
2021;fall;Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru;https://cdn.myanimelist.net/images/anime/1928/117620.jpg;世界最高の暗殺者、異世界貴族に転生する;12;6 Oct 2021;22 Dec 2021;Lantis, Movic, AT-X, Glovision, TV Aichi, Crunchyroll, Kadokawa Media House, Kadokawa, Bandai Namco Arts;SILVER LINK., Studio Palette;Light novel;PG-13 - Teens 13 or older;7.331;7.33;320283320283;"26562

2
 ";396;586008;4327
2021;fall;Tsuki to Laika to Nosferatu;https://cdn.myanimelist.net/images/anime/1393/118374.jpg;月とライカと吸血姫;12;4 Oct 2021;20 Dec 2021;Shogakukan, BS TV Tokyo, Bandai Namco Arts, ADK Marketing Solutions;Arvo Animation;Light novel;PG-13 - Teens 13 or older;7.321;7.32;5651456514;"27402

2
 ";1548;162519;776
2021;fall;Yuuki Yuuna wa Yuusha de Aru: Dai Mankai no Shou;https://cdn.myanimelist.net/images/anime/1657/118480.jpg;結城友奈は勇者である 大満開の章;12;2 Oct 2021;18 Dec 2021;Mainichi Broadcasting System;Studio Gokumi;Original;PG-13 - Teens 13 or older;7.301;7.30;75127512;"28252

2
 ";4597;26154;154
2021;fall;Kyuuketsuki Sugu Shinu;https://cdn.myanimelist.net/images/anime/1892/117151.jpg;吸血鬼すぐ死ぬ;12;4 Oct 2021;20 Dec 2021;Frontier Works, Marvelous Entertainment, Pony Canyon, Studio Mausu, Hakuhodo DY Music & Pictures, Akita Shoten, BS11, Kadokawa Media House;Madhouse;Manga;PG-13 - Teens 13 or older;7.271;7.27;3542935429;"29792

2
 ";2267;96971;604
2021;fall;Selection Project;https://cdn.myanimelist.net/images/anime/1174/113554.jpg;SELECTION PROJECT;13;1 Oct 2021;24 Dec 2021;Kadokawa;Doga Kobo;Mixed media;PG-13 - Teens 13 or older;7.261;7.26;1671316713;"30412

2
 ";3432;46866;385
2021;fall;Lupin III: Part 6;https://cdn.myanimelist.net/images/anime/1976/118542.jpg;ルパン三世 PART6;24;17 Oct 2021;27 Mar 2022;Maruga Factory;TMS Entertainment;Manga;PG-13 - Teens 13 or older;7.201;7.20;63576357;"33802

2
 ";4767;23963;144
2021;fall;Takt Op. Destiny;https://cdn.myanimelist.net/images/anime/1449/117797.jpg;takt op.Destiny;12;6 Oct 2021;22 Dec 2021;DeNA, Bandai Namco Arts;Madhouse, MAPPA;Mixed media;PG-13 - Teens 13 or older;7.151;7.15;224744224744;"36082

2
 ";436;541297;4780
2021;fall;Kaginado;https://cdn.myanimelist.net/images/anime/1558/118634.jpg;かぎなど;12;13 Oct 2021;29 Dec 2021;Visual Arts, Tohokushinsha Film Corporation;LIDENFILMS Kyoto Studio;Original;PG-13 - Teens 13 or older;7.121;7.12;93029302;"37952

2
 ";4234;30935;133
2021;fall;Hanyou no Yashahime: Sengoku Otogizoushi - Ni no Shou;https://cdn.myanimelist.net/images/anime/1415/118635.jpg;半妖の夜叉姫 -戦国御伽草子- 弐の章;24;2 Oct 2021;26 Mar 2022;Yomiuri Telecasting, Shogakukan;Sunrise;Original;PG-13 - Teens 13 or older;7.071;7.07;1465614656;"40722

2
 ";3442;46606;323
2021;fall;Kaizoku Oujo;https://cdn.myanimelist.net/images/anime/1607/117951.jpg;海賊王女;12;3 Oct 2021;19 Dec 2021;flying DOG, Crunchyroll, DMM pictures;Production I.G;Original;PG-13 - Teens 13 or older;7.071;7.07;7125971259;"40422

2
 ";1218;211759;1251
2021;fall;Waccha PriMagi!;https://cdn.myanimelist.net/images/anime/1522/117595.jpg;ワッチャプリマジ！;51;3 Oct 2021;9 Oct 2022;TV Tokyo, Takara Tomy A.R.T.S;Tatsunoko Production, Dongwoo A&E;Original;G - All Ages;7.031;7.03;12421242;"42392

2
 ";8331;5939;57
2021;fall;Maiko-san Chi no Makanai-san;https://cdn.myanimelist.net/images/anime/1355/111545.jpg;舞妓さんちのまかないさん;12;25 Feb 2021;27 Jan 2022;NHK, NHK Enterprises;J.C.Staff;Manga;PG-13 - Teens 13 or older;7.031;7.03;47014701;"42532

2
 ";5166;19674;68
2021;fall;Jahy-sama wa Kujikenai!;https://cdn.myanimelist.net/images/anime/1154/115599.jpg;ジャヒー様はくじけない！;20;1 Aug 2021;19 Dec 2021;Square Enix, Medicos Entertainment, King Records, Nagoya Broadcasting Network, ABC Animation, DMM pictures;SILVER LINK.;Manga;PG-13 - Teens 13 or older;7.011;7.01;8955889558;"43252

2
 ";1006;258555;1443
2021;fall;Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita;https://cdn.myanimelist.net/images/anime/1723/117854.jpg;真の仲間じゃないと勇者のパーティーを追い出されたので、辺境でスローライフすることにしました;13;6 Oct 2021;29 Dec 2021;AT-X, Nippon Columbia, Kadokawa Media House, BS NTV, Kadokawa, Kyoto Broadcasting System;Studio Flad, Wolfsbane;Light novel;PG-13 - Teens 13 or older;6.931;6.93;174143174143;"46772

2
 ";704;359952;2081
2021;fall;Shaman King (2021);https://cdn.myanimelist.net/images/anime/1416/113270.jpg;SHAMAN KING;52;1 Apr 2021;21 Apr 2022;TV Tokyo;Bridge;Manga;PG-13 - Teens 13 or older;6.901;6.90;7711877118;"48272

2
 ";946;271882;1735
2021;fall;Saihate no Paladin;https://cdn.myanimelist.net/images/anime/1176/118382.jpg;最果てのパラディン;12;9 Oct 2021;3 Jan 2022;DAX Production, Docomo Anime Store, bilibili, Overlap, Good Smile Film;Children's Playground Entertainment;Light novel;PG-13 - Teens 13 or older;6.871;6.87;150859150859;"50042

2
 ";781;330263;1456
2021;fall;Yaku nara Mug Cup mo: Niban Gama;https://cdn.myanimelist.net/images/anime/1541/118798.jpg;やくならマグカップも 二番窯;12;2 Oct 2021;18 Dec 2021;None found, add some;Nippon Animation;Manga;PG-13 - Teens 13 or older;6.831;6.83;77317731;"52072

2
 ";5149;19814;46
2021;fall;Sankaku Mado no Sotogawa wa Yoru;https://cdn.myanimelist.net/images/anime/1869/118766.jpg;さんかく窓の外側は夜;12;3 Oct 2021;19 Dec 2021;MediaNet, Avex Pictures, bilibili, Crunchyroll, Yomiuri TV Enterprise, A-Sketch, Libre, animate;Zero-G;Manga;R - 17+ (violence & profanity);6.751;6.75;1655816558;"56102

2
 ";3284;50888;356
2021;fall;Digimon Ghost Game;https://cdn.myanimelist.net/images/anime/1907/118797.jpg;デジモンゴーストゲーム;67;3 Oct 2021;26 Mar 2023;Yomiko Advertising, Fuji TV;Toei Animation;Other;PG-13 - Teens 13 or older;6.741;6.74;72627262;"56692

2
 ";4694;24776;165
2021;fall;Visual Prison;https://cdn.myanimelist.net/images/anime/1143/117924.jpg;ヴィジュアルプリズン;12;9 Oct 2021;25 Dec 2021;Aniplex, ABC Animation, CMI;A-1 Pictures;Original;PG-13 - Teens 13 or older;6.721;6.72;1011910119;"57862

2
 ";3617;42845;501
2021;fall;Cardfight!! Vanguard: overDress Season 2;https://cdn.myanimelist.net/images/anime/1263/117945.jpg;カードファイト!! ヴァンガード overDress;13;5 Oct 2021;28 Dec 2021;Bushiroad;Kinema Citrus, GIFTanimation, Studio Jemi;Original;PG-13 - Teens 13 or older;6.701;6.70;26682668;"59172

2
 ";7293;8287;45
2021;fall;Sakugan;https://cdn.myanimelist.net/images/anime/1431/118413.jpg;サクガン;12;7 Oct 2021;23 Dec 2021;VAP, Sotsu, Mainichi Broadcasting System, Bandai, Asmik Ace, Tohokushinsha Film Corporation, Sammy, DeNA, Nippon Cultural Broadcasting, Bandai Namco Arts, Bandai Spirits, NetEase, Fosun Entertainment Japan;Satelight;Novel;PG-13 - Teens 13 or older;6.511;6.51;3338833388;"70442

2
 ";2148;104922;274
2021;fall;Tsukipro The Animation 2;https://cdn.myanimelist.net/images/anime/1651/116291.jpg;TSUKIPRO THE ANIMATION 2;13;7 Jul 2021;29 Dec 2021;AZ Creative;PRA;Mixed media;PG-13 - Teens 13 or older;6.401;6.40;13381338;"76822

2
 ";7390;7965;49
