,year,season,jp_title,en_title,img,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Synonyms,Genre,Theme,Demographic,Spanish,German,French
14,2021,fall,Kaizoku Oujo,Fena: Pirate Princess,https://cdn.myanimelist.net/images/anime/1607/117951.jpg,海賊王女,Fena,TV,12,Finished Airing,"Oct 3, 2021 to Dec 19, 2021",Fall 2021,Sundays at 02,"flying DOG,       Crunchyroll,       DMM pictures","None found, add some",Production I.G,Original,"ActionAction,         AdventureAdventure,         FantasyFantasy",,24 min. per ep.,PG-13 - Teens 13 or older,"7.071 (scored by 7125971,259 users)
      


1
          indicates a weighted score.","#40422

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1218,"211,759","1,251",,,HistoricalHistorical,,,,
15,2021,fall,Tsuki to Laika to Nosferatu,Irina: The Vampire Cosmonaut,https://cdn.myanimelist.net/images/anime/1393/118374.jpg,月とライカと吸血姫,Irina,TV,12,Finished Airing,"Oct 4, 2021 to Dec 20, 2021",Fall 2021,Sundays at 01,"Shogakukan,       BS TV Tokyo,       Bandai Namco Arts,       ADK Marketing Solutions",Funimation,Arvo Animation,Light novel,,"HistoricalHistorical,         MilitaryMilitary,         SpaceSpace,         Urban FantasyUrban Fantasy,         VampireVampire",23 min. per ep.,PG-13 - Teens 13 or older,"7.321 (scored by 5651456,514 users)
      


1
          indicates a weighted score.","#27402

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1548,"162,519",776,"Moon, Laika, and the Bloodsucking Princess",FantasyFantasy,,,,,
16,2021,fall,Taishou Otome Otogibanashi,Taisho Otome Fairy Tale,https://cdn.myanimelist.net/images/anime/1662/118849.jpg,大正オトメ御伽話,Taisho Otome Fairy Tale,TV,12,Finished Airing,"Oct 9, 2021 to Dec 25, 2021",Fall 2021,Saturdays at 01,"Pony Canyon,       Bit grooove promotion",Funimation,SynergySP,Manga,"ComedyComedy,         DramaDrama,         RomanceRomance",,23 min. per ep.,PG-13 - Teens 13 or older,"7.791 (scored by 6699966,999 users)
      


1
          indicates a weighted score.","#10742

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1575,"158,833","1,205",Taishou Maiden Fairytale,,HistoricalHistorical,ShounenShounen,,,
17,2021,fall,World Trigger 3rd Season,,https://cdn.myanimelist.net/images/anime/1617/117474.jpg,ワールドトリガー,,TV,14,Finished Airing,"Oct 10, 2021 to Jan 23, 2022",Fall 2021,Sundays at 01,TV Asahi,"None found, add some",Toei Animation,Manga,"ActionAction,         Sci-FiSci-Fi",,23 min. per ep.,PG-13 - Teens 13 or older,"8.251 (scored by 4961749,617 users)
      


1
          indicates a weighted score.","#3352

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#1849,"128,481","1,216",,,,ShounenShounen,Word Trigger Temporada 3,,
18,2021,fall,Isekai Shokudou 2,Restaurant to Another World 2,https://cdn.myanimelist.net/images/anime/1777/117885.jpg,異世界食堂 2,Restaurant to Another World 2,TV,12,Finished Airing,"Oct 2, 2021 to Dec 18, 2021",Fall 2021,Saturdays at 01,"TV Tokyo,       Nippon Animation,       TV Osaka,       AT-X,       KlockWorx,       flying DOG,       DMM pictures,       Shufunotomo,       Polygon Magic,       MAGNET",Crunchyroll,OLM,Light novel,"FantasyFantasy,         GourmetGourmet,         Slice of LifeSlice of Life","IsekaiIsekai,         WorkplaceWorkplace",23 min. per ep.,PG-13 - Teens 13 or older,"7.691 (scored by 4584845,848 users)
      


1
          indicates a weighted score.","#13322

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2126,"106,049",444,,,,,,,
19,2021,fall,Sakugan,,https://cdn.myanimelist.net/images/anime/1431/118413.jpg,サクガン,Sakugan,TV,12,Finished Airing,"Oct 7, 2021 to Dec 23, 2021",Fall 2021,Thursdays at 23,"VAP,       Sotsu,       Mainichi Broadcasting System,       Bandai,       Asmik Ace,       Tohokushinsha Film Corporation,       Sammy,       DeNA,       Nippon Cultural Broadcasting,       Bandai Namco Arts,       Bandai Spirits,       NetEase,       Fosun Entertainment Japan","None found, add some",Satelight,Novel,"ActionAction,         AdventureAdventure,         Sci-FiSci-Fi","ChildcareChildcare,         MechaMecha",23 min. per ep.,PG-13 - Teens 13 or older,"6.511 (scored by 3338833,388 users)
      


1
          indicates a weighted score.","#70442

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2148,"104,922",274,"Sacks&Guns!!, Sakugan Labyrinth Marker, Project ANIMA, 削岩ラビリンスマーカー",,,,,,
20,2021,fall,Kyuuketsuki Sugu Shinu,The Vampire Dies in No Time,https://cdn.myanimelist.net/images/anime/1892/117151.jpg,吸血鬼すぐ死ぬ,The Vampire Dies in No Time,TV,12,Finished Airing,"Oct 4, 2021 to Dec 20, 2021",Fall 2021,Mondays at 23,"Frontier Works,       Marvelous Entertainment,       Pony Canyon,       Studio Mausu,       Hakuhodo DY Music & Pictures,       Akita Shoten,       BS11,       Kadokawa Media House",Funimation,Madhouse,Manga,"ComedyComedy,         FantasyFantasy","Adult CastAdult Cast,         Gag HumorGag Humor,         Urban FantasyUrban Fantasy,         VampireVampire",23 min. per ep.,PG-13 - Teens 13 or older,"7.271 (scored by 3542935,429 users)
      


1
          indicates a weighted score.","#29792

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2267,"96,971",604,KyuuShi,,,ShounenShounen,,,
21,2021,fall,Build Divide: Code Black,Build-Divide -#000000- Code Black,https://cdn.myanimelist.net/images/anime/1014/117452.jpg,ビルディバイド -#000000(コードブラック)-,Build-Divide -#000000- Code Black,TV,12,Finished Airing,"Oct 10, 2021 to Dec 26, 2021",Fall 2021,Sundays at 00,Aniplex,Aniplex of America,LIDENFILMS,Mixed media,,,23 min. per ep.,PG-13 - Teens 13 or older,"6.391 (scored by 1588315,883 users)
      


1
          indicates a weighted score.","#77252

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3024,"59,470",317,Build Divide,FantasyFantasy,Strategy GameStrategy Game,,,,
22,2021,fall,Sankaku Mado no Sotogawa wa Yoru,The Night Beyond the Tricornered Window,https://cdn.myanimelist.net/images/anime/1869/118766.jpg,さんかく窓の外側は夜,The Night Beyond the Tricornered Window,TV,12,Finished Airing,"Oct 3, 2021 to Dec 19, 2021",Fall 2021,Sundays at 22,"MediaNet,       Avex Pictures,       bilibili,       Crunchyroll,       Yomiuri TV Enterprise,       A-Sketch,       Libre,       animate","None found, add some",Zero-G,Manga,"Boys LoveBoys Love,         DramaDrama,         HorrorHorror,         MysteryMystery,         SupernaturalSupernatural",,23 min. per ep.,R - 17+ (violence & profanity),"6.751 (scored by 1655816,558 users)
      


1
          indicates a weighted score.","#56102

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3284,"50,888",356,,,Adult CastAdult Cast,,The Night Beyond the Tricornered Window,The Night Beyond the Tricornered Window,The Night Beyond the Tricornered Window
23,2021,fall,Selection Project,,https://cdn.myanimelist.net/images/anime/1174/113554.jpg,SELECTION PROJECT,,TV,13,Finished Airing,"Oct 1, 2021 to Dec 24, 2021",Fall 2021,Fridays at 22,Kadokawa,Funimation,Doga Kobo,Mixed media,,"Idols (Female)Idols (Female),         MusicMusic",23 min. per ep.,PG-13 - Teens 13 or older,"7.261 (scored by 1671316,713 users)
      


1
          indicates a weighted score.","#30412

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3432,"46,866",385,Selepro,,,,,,
24,2021,fall,Hanyou no Yashahime: Sengoku Otogizoushi - Ni no Shou,Yashahime: Princess Half-Demon: The Second Act,https://cdn.myanimelist.net/images/anime/1415/118635.jpg,半妖の夜叉姫 -戦国御伽草子- 弐の章,Yashahime,TV,24,Finished Airing,"Oct 2, 2021 to Mar 26, 2022",Fall 2021,Saturdays at 17,"Yomiuri Telecasting,       Shogakukan",VIZ Media,Sunrise,Original,"ActionAction,         AdventureAdventure,         FantasyFantasy","HistoricalHistorical,         MythologyMythology,         Time TravelTime Travel",24 min. per ep.,PG-13 - Teens 13 or older,"7.071 (scored by 1465614,656 users)
      


1
          indicates a weighted score.","#40722

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3442,"46,606",323,Hanyou no Yashahime,,,,,,
25,2021,fall,Deep Insanity: The Lost Child,,https://cdn.myanimelist.net/images/anime/1652/118466.jpg,Deep Insanity THE LOST CHILD,Deep Insanity,TV,12,Finished Airing,"Oct 13, 2021 to Dec 29, 2021",Fall 2021,Wednesdays at 00,"Square Enix,       Kadokawa,       Bit grooove promotion",Funimation,SILVER LINK.,Mixed media,"ActionAction,         Sci-FiSci-Fi",,23 min. per ep.,PG-13 - Teens 13 or older,"5.601 (scored by 1283112,831 users)
      


1
          indicates a weighted score.","#117942

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3478,"45,861",243,,,,,,,
26,2021,fall,Muv-Luv Alternative,,https://cdn.myanimelist.net/images/anime/1916/118439.jpg,マブラヴ オルタネイティヴ,,TV,12,Finished Airing,"Oct 7, 2021 to Dec 23, 2021",Fall 2021,Thursdays at 00,"Dentsu,       Fuji TV,       BS Fuji,       Avex Pictures,       Crunchyroll,       Tencent Japan,       Bandai Namco Arts,       aNCHOR","None found, add some","Yumeta Company,       Graphinica,       Flagship Line",Visual novel,"ActionAction,         DramaDrama,         Sci-FiSci-Fi","MechaMecha,         MilitaryMilitary",22 min. per ep.,R+ - Mild Nudity,"5.841 (scored by 1349713,497 users)
      


1
          indicates a weighted score.","#107172

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3544,"44,532",183,,,,,,,
27,2021,fall,Visual Prison,,https://cdn.myanimelist.net/images/anime/1143/117924.jpg,ヴィジュアルプリズン,Visual Prison,TV,12,Finished Airing,"Oct 9, 2021 to Dec 25, 2021",Fall 2021,Saturdays at 00,"Aniplex,       ABC Animation,       CMI","None found, add some",A-1 Pictures,Original,,"MusicMusic,         VampireVampire",24 min. per ep.,PG-13 - Teens 13 or older,"6.721 (scored by 1011910,119 users)
      


1
          indicates a weighted score.","#57862

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3617,"42,845",501,,SupernaturalSupernatural,,,,,
28,2021,fall,180-byou de Kimi no Mimi wo Shiawase ni Dekiru ka?,Can I Make Your Ears Happy in 180 Seconds?,https://cdn.myanimelist.net/images/anime/1904/118821.jpg,180秒で君の耳を幸せにできるか?,Can I Make Your Ears Happy in 180 Seconds?,TV,12,Finished Airing,"Oct 15, 2021 to Dec 31, 2021",Fall 2021,Fridays at 01,"None found, add some","None found, add some","EKACHI EPILKA,       Indivision",Original,,,3 min. per ep.,PG-13 - Teens 13 or older,"5.311 (scored by 1191911,919 users)
      


1
          indicates a weighted score.","#126412

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3826,"38,607",211,,Slice of LifeSlice of Life,,,,,
29,2021,fall,Kyoukai Senki,AMAIM Warrior at the Borderline,https://cdn.myanimelist.net/images/anime/1772/116668.jpg,境界戦機,AMAIM Warrior at the Borderline,TV,13,Finished Airing,"Oct 5, 2021 to Dec 28, 2021",Fall 2021,Tuesdays at 01,Bandai Spirits,Funimation,Sunrise Beyond,Original,"ActionAction,         Sci-FiSci-Fi",,24 min. per ep.,PG-13 - Teens 13 or older,"6.321 (scored by 1122411,224 users)
      


1
          indicates a weighted score.","#81362

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#4000,"34,905",134,,,MechaMecha,,,,
30,2021,fall,Deji Meets Girl,"""Deji"" Meets Girl",https://cdn.myanimelist.net/images/anime/1411/116829.jpg,でーじミーツガール,"""Deji"" Meets Girl",TV,12,Finished Airing,"Oct 2, 2021 to Dec 18, 2021",Fall 2021,Saturdays at 01,Studio Mausu,GKIDS,LIDENFILMS,Original,"Slice of LifeSlice of Life,         SupernaturalSupernatural",,2 min. per ep.,PG-13 - Teens 13 or older,"6.171 (scored by 1097910,979 users)
      


1
          indicates a weighted score.","#89942

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#4028,"34,593",154,,,,,,,
31,2021,fall,Kaginado,,https://cdn.myanimelist.net/images/anime/1558/118634.jpg,かぎなど,Kaginado,TV,12,Finished Airing,"Oct 13, 2021 to Dec 29, 2021",Fall 2021,Wednesdays at 01,"Visual Arts,       Tohokushinsha Film Corporation","None found, add some",LIDENFILMS Kyoto Studio,Original,"ComedyComedy,         Slice of LifeSlice of Life",,4 min. per ep.,PG-13 - Teens 13 or older,"7.121 (scored by 93029,302 users)
      


1
          indicates a weighted score.","#37952

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#4234,"30,935",133,,,,,,,
32,2021,fall,Puraore! Pride of Orange,PuraOra! PRIDE OF ORANGE,https://cdn.myanimelist.net/images/anime/1420/118569.jpg,プラオレ！～PRIDE OF ORANGE～,PuraOra! PRIDE OF ORANGE,TV,12,Finished Airing,"Oct 6, 2021 to Dec 22, 2021",Fall 2021,Wednesdays at 22,CyberAgent,Funimation,C2C,Mixed media,,,23 min. per ep.,PG-13 - Teens 13 or older,"6.241 (scored by 92729,272 users)
      


1
          indicates a weighted score.","#86442

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#4418,"28,433",96,,SportsSports,Team SportsTeam Sports,,PuraOra! Pride of Orange,PuraOra! Pride of Orange,PuraOra! Pride of Orange
33,2021,fall,Blade Runner: Black Lotus,,https://cdn.myanimelist.net/images/anime/1657/120783.jpg,BLADE RUNNER – BLACK LOTUS,,TV,13,Finished Airing,"Nov 14, 2021 to Feb 5, 2022",Fall 2021,Sundays at 14,"None found, add some",Crunchyroll,Sola Digital Arts,Other,"Sci-FiSci-Fi,         SuspenseSuspense",,23 min. per ep.,R - 17+ (violence & profanity),"6.291 (scored by 52225,222 users)
      


1
          indicates a weighted score.","#83422

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#4547,"26,863",98,,,,,,,
34,2021,fall,Yuuki Yuuna wa Yuusha de Aru: Dai Mankai no Shou,Yuki Yuna is a Hero: The Great Mankai Chapter,https://cdn.myanimelist.net/images/anime/1657/118480.jpg,結城友奈は勇者である 大満開の章,Yuki Yuna is a Hero,TV,12,Finished Airing,"Oct 2, 2021 to Dec 18, 2021",Fall 2021,Saturdays at 01,Mainichi Broadcasting System,Sentai Filmworks,Studio Gokumi,Original,,,24 min. per ep.,PG-13 - Teens 13 or older,"7.301 (scored by 75127,512 users)
      


1
          indicates a weighted score.","#28252

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#4597,"26,154",154,Yuki Yuna is a Hero,DramaDrama,Mahou ShoujoMahou Shoujo,,,,
35,2021,fall,Tesla Note,,https://cdn.myanimelist.net/images/anime/1511/116890.jpg,テスラノート,Tesla Note,TV,13,Finished Airing,"Oct 3, 2021 to Dec 26, 2021",Fall 2021,Sundays at 23,"Kodansha,       Movic,       BS11,       JR East Marketing & Communications,       Bandai Namco Arts",Funimation,Gambit,Manga,"ActionAction,         SuspenseSuspense",,24 min. per ep.,PG-13 - Teens 13 or older,"4.671 (scored by 67006,700 users)
      


1
          indicates a weighted score.","#135302

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#4655,"25,226",91,,,,ShounenShounen,,,
36,2021,fall,Digimon Ghost Game,,https://cdn.myanimelist.net/images/anime/1907/118797.jpg,デジモンゴーストゲーム,Digimon Ghost Game,TV,67,Finished Airing,"Oct 3, 2021 to Mar 26, 2023",Fall 2021,Sundays at 09,"Yomiko Advertising,       Fuji TV","None found, add some",Toei Animation,Other,"ActionAction,         AdventureAdventure,         ComedyComedy,         FantasyFantasy",,23 min. per ep.,PG-13 - Teens 13 or older,"6.741 (scored by 72627,262 users)
      


1
          indicates a weighted score.","#56692

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#4694,"24,776",165,,,,,,,
37,2021,fall,Lupin III: Part 6,Lupin the Third Part 6,https://cdn.myanimelist.net/images/anime/1976/118542.jpg,ルパン三世 PART6,Lupin the Third Part 6,TV,24,Finished Airing,"Oct 17, 2021 to Mar 27, 2022",Fall 2021,Sundays at 00,Maruga Factory,Sentai Filmworks,TMS Entertainment,Manga,"ActionAction,         AdventureAdventure,         ComedyComedy,         MysteryMystery",,23 min. per ep.,PG-13 - Teens 13 or older,"7.201 (scored by 63576,357 users)
      


1
          indicates a weighted score.","#33802

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#4767,"23,963",144,Lupin III,,Adult CastAdult Cast,SeinenSeinen,,,
38,2021,fall,Gyakuten Sekai no Denchi Shoujo,Rumble Garanndoll,https://cdn.myanimelist.net/images/anime/1836/117774.jpg,逆転世界ノ電池少女,Rumble Garanndoll,TV,12,Finished Airing,"Oct 11, 2021 to Dec 27, 2021",Fall 2021,Mondays at 23,"Studio Hibari,       Lantis,       AT-X,       Tokyo MX,       BS11,       Egg Firm,       Quaras,       Kadokawa,       Bandai Namco Arts,       MAGNET,       Scarlett",Funimation,Lerche,Original,"ActionAction,         ComedyComedy,         Sci-FiSci-Fi",,23 min. per ep.,PG-13 - Teens 13 or older,"6.301 (scored by 71947,194 users)
      


1
          indicates a weighted score.","#82682

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#4881,"22,557",52,,,MechaMecha,,,,
39,2021,fall,Yaku nara Mug Cup mo: Niban Gama,Let's Make a Mug Too 2,https://cdn.myanimelist.net/images/anime/1541/118798.jpg,やくならマグカップも 二番窯,Let's Make a Mug Too 2,TV,12,Finished Airing,"Oct 2, 2021 to Dec 18, 2021",Fall 2021,Saturdays at 01,"None found, add some","None found, add some",Nippon Animation,Manga,,"CGDCTCGDCT,         IyashikeiIyashikei,         SchoolSchool,         Visual ArtsVisual Arts",14 min. per ep.,PG-13 - Teens 13 or older,"6.831 (scored by 77317,731 users)
      


1
          indicates a weighted score.","#52072

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#5149,"19,814",46,"Yakunara Mug Cup mo 2nd Season, Let's Make a Mug Too",Slice of LifeSlice of Life,,,,,
40,2021,fall,Shikizakura,,https://cdn.myanimelist.net/images/anime/1175/116578.jpg,シキザクラ,Shikizakura,TV,12,Finished Airing,"Oct 10, 2021 to Dec 26, 2021",Fall 2021,Sundays at 01,Chukyo TV Broadcasting,Sentai Filmworks,Sublimation,Original,"ActionAction,         DramaDrama,         Sci-FiSci-Fi",,24 min. per ep.,PG-13 - Teens 13 or older,"5.841 (scored by 34033,403 users)
      


1
          indicates a weighted score.","#107442

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#5360,"17,848",50,,,,,,,
41,2021,fall,Megaton-kyuu Musashi,Megaton Musashi,https://cdn.myanimelist.net/images/anime/1317/116693.jpg,メガトン級ムサシ,Megaton Musashi,TV,13,Finished Airing,"Oct 1, 2021 to Dec 24, 2021",Fall 2021,Fridays at 22,"Dentsu,       Tokyo MX,       Level-5","None found, add some",OLM,Mixed media,"ActionAction,         Sci-FiSci-Fi","MechaMecha,         SchoolSchool",25 min. per ep.,PG-13 - Teens 13 or older,"6.291 (scored by 31363,136 users)
      


1
          indicates a weighted score.","#83242

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#5495,"16,755",63,,,,,,,
42,2021,fall,Cardfight!! Vanguard: overDress Season 2,,https://cdn.myanimelist.net/images/anime/1263/117945.jpg,カードファイト!! ヴァンガード overDress,,TV,13,Finished Airing,"Oct 5, 2021 to Dec 28, 2021",Fall 2021,Tuesdays at 00,Bushiroad,"None found, add some","Kinema Citrus,       GIFTanimation,       Studio Jemi",Original,"ActionAction,         DramaDrama",,24 min. per ep.,PG-13 - Teens 13 or older,"6.701 (scored by 26682,668 users)
      


1
          indicates a weighted score.","#59172

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#7293,"8,287",45,Cardfight!! Vanguard,,Strategy GameStrategy Game,,,,
43,2021,fall,Muteking the Dancing Hero,,https://cdn.myanimelist.net/images/anime/1402/118465.jpg,MUTEKING THE Dancing HERO,,TV,12,Finished Airing,"Oct 3, 2021 to Dec 19, 2021",Fall 2021,Sundays at 01,"Victor Entertainment,       Smile Company",Funimation,"Tatsunoko Production,       Tezuka Productions",Original,"ActionAction,         ComedyComedy,         Sci-FiSci-Fi",,23 min. per ep.,PG-13 - Teens 13 or older,"5.841 (scored by 26772,677 users)
      


1
          indicates a weighted score.","#107162

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#7846,"6,871",22,,,MusicMusic,,,,
44,2021,fall,Waccha PriMagi!,,https://cdn.myanimelist.net/images/anime/1522/117595.jpg,ワッチャプリマジ！,Waccha PriMagi!,TV,51,Finished Airing,"Oct 3, 2021 to Oct 9, 2022",Fall 2021,Sundays at 10,"TV Tokyo,       Takara Tomy A.R.T.S",Sentai Filmworks,"Tatsunoko Production,       Dongwoo A&E",Original,,"Idols (Female)Idols (Female),         Mahou ShoujoMahou Shoujo,         MusicMusic",24 min. per ep.,G - All Ages,"7.031 (scored by 12421,242 users)
      


1
          indicates a weighted score.","#42392

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#8331,"5,939",57,,,,,,,
45,2021,fall,Kanashiki Debu Neko-chan,,https://cdn.myanimelist.net/images/anime/1626/116549.jpg,かなしきデブ猫ちゃん,,TV,10,Finished Airing,"Dec 6, 2021 to Dec 17, 2021",Fall 2021,Mondays at 00,"NHK,       NHK Enterprises","None found, add some",Cyclone Graphics,Other,,,3 min. per ep.,G - All Ages,"6.321 (scored by 211211 users)
      


1
          indicates a weighted score.","#81322

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#10238,"3,262",40,The Sad and Fat Cat,Slice of LifeSlice of Life,PetsPets,,,,
46,2021,fall,Kimi to Fit Boxing,,https://cdn.myanimelist.net/images/anime/1422/118482.jpg,キミとフィットボクシング,,TV,12,Finished Airing,"Oct 1, 2021 to Dec 17, 2021",Fall 2021,Fridays at 21,"None found, add some","None found, add some","Imagineer,       Story Effect",Game,,,3 min. per ep.,PG-13 - Teens 13 or older,"5.601 (scored by 144144 users)
      


1
          indicates a weighted score.","#117772

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#13340,"1,275",7,"Fitness Boxing, Fit Boxing",SportsSports,,,,,
47,2021,fall,Chickip Dancers,,https://cdn.myanimelist.net/images/anime/1306/120067.jpg,チキップダンサーズ,,TV,26,Finished Airing,"Oct 5, 2021 to Mar 29, 2022",Fall 2021,Tuesdays at 17,San-X,"None found, add some",Fanworks,Other,,,5 min. per ep.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#198992

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#14036,"1,062",6,,Slice of LifeSlice of Life,,,,,
48,2021,fall,Gunma-chan,,https://cdn.myanimelist.net/images/anime/1641/118985.jpg,ぐんまちゃん,,TV,13,Finished Airing,"Oct 3, 2021 to Dec 26, 2021",Fall 2021,Sundays at 08,"None found, add some","None found, add some",Ascension,Other,,,24 min. per ep.,G - All Ages,"5.961 (scored by 178178 users)
      


1
          indicates a weighted score.","#101332

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#14319,979,2,,Slice of LifeSlice of Life,,,,,
49,2021,fall,Shuumatsu no Walküre Mini Anime (Cartoon Network Nite),Record of Ragnarok Mini Anime (Cartoon Network Nite),https://cdn.myanimelist.net/images/anime/1489/137121.jpg,,Record of Ragnarok Mini Anime (Cartoon Network Nite),TV,12,Finished Airing,"Oct 3, 2021 to Dec 19, 2021",Fall 2021,Saturdays at 22,"None found, add some","None found, add some",AQUA ARIS,Manga,"ActionAction,         ComedyComedy",,2 min. per ep.,PG-13 - Teens 13 or older,"6.011 (scored by 134134 users)
      


1
          indicates a weighted score.","#98582

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#15915,634,2,,,,SeinenSeinen,,,
50,2021,fall,Yoshida Katsuko no Yabai wa! SDGs: Araburu! Trouble! Sustainable!,,https://cdn.myanimelist.net/images/anime/1996/118831.jpg,吉田勝子のヤバイわ! SDGs ~荒ぶる! トラブル! サステナブル!~,,TV,13,Finished Airing,"Oct 4, 2021 to Dec 27, 2021",Fall 2021,Unknown,"None found, add some","None found, add some",DLE,Original,,"ParodyParody,         WorkplaceWorkplace",2 min. per ep.,PG-13 - Teens 13 or older,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#160792

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#18053,414,0,,ComedyComedy,,,,,
51,2021,fall,Banjjagbanjjag Catch! Tiniping,Twinkle Catch! Tiniping,https://cdn.myanimelist.net/images/anime/1751/136467.jpg,반짝반짝 캐치! 티니핑,Twinkle Catch! Tiniping,TV,26,Finished Airing,"Sep 22, 2021 to Mar 16, 2022",Fall 2021,Unknown,"None found, add some","None found, add some",SAMG Entertainment,Original,,"Mahou ShoujoMahou Shoujo,         SchoolSchool",11 min. per ep.,PG - Children,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#194372

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#20031,281,0,Sparkle Sparkle Catch! Teenieping,FantasyFantasy,,,,,
52,2021,fall,One Piece,,https://cdn.myanimelist.net/images/anime/1244/138851.jpg,ONE PIECE,One Piece,TV,Unknown,Currently Airing,"Oct 20, 1999 to ?",Fall 1999,Sundays at 09,"Fuji TV,       TAP,       Shueisha","Funimation,       4Kids Entertainment",Toei Animation,Manga,"ActionAction,         AdventureAdventure,         FantasyFantasy",,24 min.,PG-13 - Teens 13 or older,"8.731 (scored by 14167921,416,792 users)
      


1
          indicates a weighted score.","#502

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#17,"2,491,961","234,235",OP,,,ShounenShounen,,,
